case_order,case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,handler_identity_status,case_passed
357,EXACT10_ADMIT010_NATURAL_sha_non_hex,predecessor_exact10_truth,ADMIT_010,"sha256:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,LEAKAGE_GROUP_ASSIGNMENT_SOURCE_SHA256_INVALID,1,1,accessed_once,not_applicable,true
358,EXACT10_ADMIT010_NATURAL_sha_exact_valid,predecessor_exact10_truth,ADMIT_010,"sha256:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":false,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":false,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",,,1,1,accessed_once,not_applicable,true
359,EXACT10_ADMIT010_NATURAL_assignment_id_wrong_type,predecessor_exact10_truth,ADMIT_010,"assignment_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,1,1,accessed_once,not_applicable,true
360,EXACT10_ADMIT010_NATURAL_assignment_id_empty,predecessor_exact10_truth,ADMIT_010,"assignment_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,1,1,accessed_once,not_applicable,true
361,EXACT10_ADMIT010_NATURAL_assignment_id_non_ascii,predecessor_exact10_truth,ADMIT_010,"assignment_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,1,1,accessed_once,not_applicable,true
362,EXACT10_ADMIT010_NATURAL_assignment_id_whitespace,predecessor_exact10_truth,ADMIT_010,"assignment_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_ID_INVALID,1,1,accessed_once,not_applicable,true
363,EXACT10_ADMIT010_NATURAL_assignment_id_valid_opaque,predecessor_exact10_truth,ADMIT_010,"assignment_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":false,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":false,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",,,1,1,accessed_once,not_applicable,true
364,EXACT10_ADMIT010_NATURAL_historical_group_wrong_type,predecessor_exact10_truth,ADMIT_010,"historical_group:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID,1,1,accessed_once,not_applicable,true
365,EXACT10_ADMIT010_NATURAL_historical_group_malformed,predecessor_exact10_truth,ADMIT_010,"historical_group:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_HISTORICAL_GROUP_ID_INVALID,1,1,accessed_once,not_applicable,true
366,EXACT10_ADMIT010_NATURAL_historical_group_canonical,predecessor_exact10_truth,ADMIT_010,"historical_group:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":false,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""passed"",""passed"":true,""reason"":"""",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":false,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":false,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",,,1,1,accessed_once,not_applicable,true
367,EXACT10_ADMIT010_NATURAL_sample_id_wrong_type,predecessor_exact10_truth,ADMIT_010,"sample_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID,1,1,accessed_once,not_applicable,true
368,EXACT10_ADMIT010_NATURAL_sample_id_empty,predecessor_exact10_truth,ADMIT_010,"sample_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID,1,1,accessed_once,not_applicable,true
369,EXACT10_ADMIT010_NATURAL_sample_id_non_ascii,predecessor_exact10_truth,ADMIT_010,"sample_id:full Exact10 equality:{""admission_rule_id"":""ADMIT_010"",""blocks_candidate"":true,""canonical_leakage_group_id"":""COVAPIE_LEAKAGE_GROUP_000001"",""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}","{""adapter_id"":""covapie_admit_010_unified_adapter_v1"",""admission_rule_id"":""ADMIT_010"",""admission_rule_name"":""leakage_group_assignment_before_split"",""blocks_candidate"":true,""consumed_candidate_fields"":[""leakage_group_id""],""consumed_context_items"":[""leakage_group_assignment_provenance_contract""],""evaluator_io_used"":false,""normalized_values"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]],""outcome"":""invalid"",""passed"":false,""reason"":""LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""leakage_group_id"",""COVAPIE_LEAKAGE_GROUP_000001""]]}",LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID,LEAKAGE_GROUP_ASSIGNMENT_SAMPLE_ID_INVALID,1,1,accessed_once,not_applicable,true
