case_order,case_id,case_group,source_case_id,expected_result_or_error,observed_result_or_error,candidate_key_access_count,download_lookup_count,authority_lookup_count,formal_call_count,oracle_call_count,dispatch_handler_call_count,first_twelve_handler_identity_preserved,case_passed
525,EXACT12_EXACT11_FAILURE_source_extra_storage,predecessor_exact12_all_cases,EXACT11_FAILURE_source_extra_storage,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
526,EXACT12_EXACT11_FAILURE_source_type_drift,predecessor_exact12_all_cases,EXACT11_FAILURE_source_type_drift,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
527,EXACT12_EXACT11_FAILURE_source_io_drift,predecessor_exact12_all_cases,EXACT11_FAILURE_source_io_drift,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
528,EXACT12_EXACT11_FAILURE_source_canonical_drift,predecessor_exact12_all_cases,EXACT11_FAILURE_source_canonical_drift,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
529,EXACT12_EXACT11_FAILURE_source_consumption_drift,predecessor_exact12_all_cases,EXACT11_FAILURE_source_consumption_drift,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
530,EXACT12_EXACT11_FAILURE_oracle_exception,predecessor_exact12_all_cases,EXACT11_FAILURE_oracle_exception,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
531,EXACT12_EXACT11_FAILURE_oracle_wrong_type,predecessor_exact12_all_cases,EXACT11_FAILURE_oracle_wrong_type,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
532,EXACT12_EXACT11_FAILURE_oracle_storage_drift,predecessor_exact12_all_cases,EXACT11_FAILURE_oracle_storage_drift,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
533,EXACT12_EXACT11_FAILURE_oracle_field_drift,predecessor_exact12_all_cases,EXACT11_FAILURE_oracle_field_drift,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
534,EXACT12_EXACT11_FAILURE_oracle_full_mismatch,predecessor_exact12_all_cases,EXACT11_FAILURE_oracle_full_mismatch,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""585efff2cb2ec34284397cb24d7b0337b1b95af4a5d2ec1dac1766dd2f9e92dc""}",0,0,0,0,0,0,true,true
535,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_STATUS_SUCCESS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_STATUS_SUCCESS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""ca39dd54e8064e874066da4f94ddf2c726fa5dc8f38a5c1a9aab2a2bbec2464d""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""ca39dd54e8064e874066da4f94ddf2c726fa5dc8f38a5c1a9aab2a2bbec2464d""}",0,0,0,0,0,0,true,true
536,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_STATUS_FAILURE,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_STATUS_FAILURE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""436bdff0229fa7490b7db6fc12ce1b6e6982ace8e7a64fd4407b98c6f73ccfdc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""436bdff0229fa7490b7db6fc12ce1b6e6982ace8e7a64fd4407b98c6f73ccfdc""}",0,0,0,0,0,0,true,true
537,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_HTTP_100,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_HTTP_100,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""98a387215fb390981508e03651808a1cfa53233fea235b689f5a1b17de414d06""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""98a387215fb390981508e03651808a1cfa53233fea235b689f5a1b17de414d06""}",0,0,0,0,0,0,true,true
538,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_HTTP_299,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_HTTP_299,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c76aec8ca82ed340163a00269d18af296e6d717b294b9f7d59fba28afba895e9""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c76aec8ca82ed340163a00269d18af296e6d717b294b9f7d59fba28afba895e9""}",0,0,0,0,0,0,true,true
539,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_HTTP_300,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_HTTP_300,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""2311a057ac2e7f5a8f6e9b9404c4ed3c999472aacd574bcb06c497a853859683""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""2311a057ac2e7f5a8f6e9b9404c4ed3c999472aacd574bcb06c497a853859683""}",0,0,0,0,0,0,true,true
540,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_HTTP_599,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_HTTP_599,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""83884e56c389e6be0a1380badc7b7035c17cf5b79806c8014e0bc1e5e9ec6a25""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""83884e56c389e6be0a1380badc7b7035c17cf5b79806c8014e0bc1e5e9ec6a25""}",0,0,0,0,0,0,true,true
541,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_CONTENT_ZERO,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_CONTENT_ZERO,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""51dc922b4047d98d7aaa42cd9355aa1a50f0c2d84384275c8066ed8f46c2d03d""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""51dc922b4047d98d7aaa42cd9355aa1a50f0c2d84384275c8066ed8f46c2d03d""}",0,0,0,0,0,0,true,true
542,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_CONTENT_LARGE,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_CONTENT_LARGE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""f4352e8d1b462fb9125a0f6c3baa5db1766a445580004d86f7cf43c3ee7aa74b""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""f4352e8d1b462fb9125a0f6c3baa5db1766a445580004d86f7cf43c3ee7aa74b""}",0,0,0,0,0,0,true,true
543,EXACT12_ADMIT012_FORMAL_FIELD52_VALID_SHA_LOWERCASE64,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_VALID_SHA_LOWERCASE64,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""0a004752df174c740d19a5851b9ce6df035c9b219dda992de20ca5528cc71317""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""0a004752df174c740d19a5851b9ce6df035c9b219dda992de20ca5528cc71317""}",0,0,0,0,0,0,true,true
544,EXACT12_ADMIT012_FORMAL_FIELD52_MISSING_STATUS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_MISSING_STATUS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""2f2ae7d1aa2bd241b22e84ce3364c82f939f14f707a0e87f09eeefb502b769b7""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""2f2ae7d1aa2bd241b22e84ce3364c82f939f14f707a0e87f09eeefb502b769b7""}",0,0,0,0,0,0,true,true
545,EXACT12_ADMIT012_FORMAL_FIELD52_MISSING_HTTP,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_MISSING_HTTP,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""257cdd68613eb4726e2c0c0e95e81f87f5b40598fe2f0c9a23d69413b7ed16f7""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""257cdd68613eb4726e2c0c0e95e81f87f5b40598fe2f0c9a23d69413b7ed16f7""}",0,0,0,0,0,0,true,true
546,EXACT12_ADMIT012_FORMAL_FIELD52_MISSING_CONTENT,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_MISSING_CONTENT,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a309a468dbb79385ed9563a721151c6d8947436aa85d06ac849eb04b4a60aabc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a309a468dbb79385ed9563a721151c6d8947436aa85d06ac849eb04b4a60aabc""}",0,0,0,0,0,0,true,true
547,EXACT12_ADMIT012_FORMAL_FIELD52_MISSING_SHA,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_MISSING_SHA,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""0bb781330d9d429015ec292eb7fe374e2bbefbd99734e200fe42b7a1f90b4a75""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""0bb781330d9d429015ec292eb7fe374e2bbefbd99734e200fe42b7a1f90b4a75""}",0,0,0,0,0,0,true,true
548,EXACT12_ADMIT012_FORMAL_FIELD52_MULTI_MISSING_STATUS_HTTP,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_MULTI_MISSING_STATUS_HTTP,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""2f2ae7d1aa2bd241b22e84ce3364c82f939f14f707a0e87f09eeefb502b769b7""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""2f2ae7d1aa2bd241b22e84ce3364c82f939f14f707a0e87f09eeefb502b769b7""}",0,0,0,0,0,0,true,true
549,EXACT12_ADMIT012_FORMAL_FIELD52_MULTI_MISSING_HTTP_SHA,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_MULTI_MISSING_HTTP_SHA,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""257cdd68613eb4726e2c0c0e95e81f87f5b40598fe2f0c9a23d69413b7ed16f7""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""257cdd68613eb4726e2c0c0e95e81f87f5b40598fe2f0c9a23d69413b7ed16f7""}",0,0,0,0,0,0,true,true
550,EXACT12_ADMIT012_FORMAL_FIELD52_STATUS_NONE_PRESENT,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_STATUS_NONE_PRESENT,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a734ef37444cc5291682bd5075a74cf04dbe168ad58b2d1cc7ae17c133e82e29""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a734ef37444cc5291682bd5075a74cf04dbe168ad58b2d1cc7ae17c133e82e29""}",0,0,0,0,0,0,true,true
551,EXACT12_ADMIT012_FORMAL_FIELD52_STATUS_EMPTY_PRESENT,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_STATUS_EMPTY_PRESENT,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""693375d3f098e5588f901bdcad82da3d115de4d5810671b357ec5dfddb8cc7cc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""693375d3f098e5588f901bdcad82da3d115de4d5810671b357ec5dfddb8cc7cc""}",0,0,0,0,0,0,true,true
552,EXACT12_ADMIT012_FORMAL_FIELD52_STATUS_UNKNOWN,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_STATUS_UNKNOWN,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""693375d3f098e5588f901bdcad82da3d115de4d5810671b357ec5dfddb8cc7cc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""693375d3f098e5588f901bdcad82da3d115de4d5810671b357ec5dfddb8cc7cc""}",0,0,0,0,0,0,true,true
553,EXACT12_ADMIT012_FORMAL_FIELD52_STATUS_UPPERCASE_ALIAS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_STATUS_UPPERCASE_ALIAS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""693375d3f098e5588f901bdcad82da3d115de4d5810671b357ec5dfddb8cc7cc""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""693375d3f098e5588f901bdcad82da3d115de4d5810671b357ec5dfddb8cc7cc""}",0,0,0,0,0,0,true,true
554,EXACT12_ADMIT012_FORMAL_FIELD52_STATUS_STR_SUBCLASS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_STATUS_STR_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a734ef37444cc5291682bd5075a74cf04dbe168ad58b2d1cc7ae17c133e82e29""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a734ef37444cc5291682bd5075a74cf04dbe168ad58b2d1cc7ae17c133e82e29""}",0,0,0,0,0,0,true,true
555,EXACT12_ADMIT012_FORMAL_FIELD52_STATUS_NON_STR,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_STATUS_NON_STR,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a734ef37444cc5291682bd5075a74cf04dbe168ad58b2d1cc7ae17c133e82e29""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""a734ef37444cc5291682bd5075a74cf04dbe168ad58b2d1cc7ae17c133e82e29""}",0,0,0,0,0,0,true,true
556,EXACT12_ADMIT012_FORMAL_FIELD52_HTTP_BOOL,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_HTTP_BOOL,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""31c18beeeaaefb1a9be229122290934c53d2aef41f704ae50596650d32c08d22""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""31c18beeeaaefb1a9be229122290934c53d2aef41f704ae50596650d32c08d22""}",0,0,0,0,0,0,true,true
557,EXACT12_ADMIT012_FORMAL_FIELD52_HTTP_INT_SUBCLASS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_HTTP_INT_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""31c18beeeaaefb1a9be229122290934c53d2aef41f704ae50596650d32c08d22""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""31c18beeeaaefb1a9be229122290934c53d2aef41f704ae50596650d32c08d22""}",0,0,0,0,0,0,true,true
558,EXACT12_ADMIT012_FORMAL_FIELD52_HTTP_STRING,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_HTTP_STRING,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""31c18beeeaaefb1a9be229122290934c53d2aef41f704ae50596650d32c08d22""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""31c18beeeaaefb1a9be229122290934c53d2aef41f704ae50596650d32c08d22""}",0,0,0,0,0,0,true,true
559,EXACT12_ADMIT012_FORMAL_FIELD52_HTTP_99,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_HTTP_99,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""6afa467a51f725f0e60983e0659036ddde6eacb991d98c6d1f7ce1c15f3b37a3""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""6afa467a51f725f0e60983e0659036ddde6eacb991d98c6d1f7ce1c15f3b37a3""}",0,0,0,0,0,0,true,true
560,EXACT12_ADMIT012_FORMAL_FIELD52_HTTP_600,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_HTTP_600,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""6afa467a51f725f0e60983e0659036ddde6eacb991d98c6d1f7ce1c15f3b37a3""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""6afa467a51f725f0e60983e0659036ddde6eacb991d98c6d1f7ce1c15f3b37a3""}",0,0,0,0,0,0,true,true
561,EXACT12_ADMIT012_FORMAL_FIELD52_CONTENT_BOOL,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_CONTENT_BOOL,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""e6b33262297d3871e6943750e0903b827dc6178467360b43e5ff2e3ed6ffa624""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""e6b33262297d3871e6943750e0903b827dc6178467360b43e5ff2e3ed6ffa624""}",0,0,0,0,0,0,true,true
562,EXACT12_ADMIT012_FORMAL_FIELD52_CONTENT_INT_SUBCLASS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_CONTENT_INT_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""e6b33262297d3871e6943750e0903b827dc6178467360b43e5ff2e3ed6ffa624""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""e6b33262297d3871e6943750e0903b827dc6178467360b43e5ff2e3ed6ffa624""}",0,0,0,0,0,0,true,true
563,EXACT12_ADMIT012_FORMAL_FIELD52_CONTENT_STRING,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_CONTENT_STRING,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""e6b33262297d3871e6943750e0903b827dc6178467360b43e5ff2e3ed6ffa624""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""e6b33262297d3871e6943750e0903b827dc6178467360b43e5ff2e3ed6ffa624""}",0,0,0,0,0,0,true,true
564,EXACT12_ADMIT012_FORMAL_FIELD52_CONTENT_NEGATIVE,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_CONTENT_NEGATIVE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c0e48be62552f7abdd0c4e403636a1542b4f58a12f556b3b97a7b89afde26d7c""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""c0e48be62552f7abdd0c4e403636a1542b4f58a12f556b3b97a7b89afde26d7c""}",0,0,0,0,0,0,true,true
565,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_NONE_PRESENT,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_NONE_PRESENT,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""840d917f9869049c1d815d9708c1b6ef8ffd4d5f534eba91e69a2bbff8347253""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""840d917f9869049c1d815d9708c1b6ef8ffd4d5f534eba91e69a2bbff8347253""}",0,0,0,0,0,0,true,true
566,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_BYTES,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_BYTES,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""840d917f9869049c1d815d9708c1b6ef8ffd4d5f534eba91e69a2bbff8347253""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""840d917f9869049c1d815d9708c1b6ef8ffd4d5f534eba91e69a2bbff8347253""}",0,0,0,0,0,0,true,true
567,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_STR_SUBCLASS,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_STR_SUBCLASS,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""840d917f9869049c1d815d9708c1b6ef8ffd4d5f534eba91e69a2bbff8347253""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""840d917f9869049c1d815d9708c1b6ef8ffd4d5f534eba91e69a2bbff8347253""}",0,0,0,0,0,0,true,true
568,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_EMPTY,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_EMPTY,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
569,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_63,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_63,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
570,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_65,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_65,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
571,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_UPPERCASE,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_UPPERCASE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
572,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_MIXED_CASE,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_MIXED_CASE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
573,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_NONHEX,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_NONHEX,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
574,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_WHITESPACE,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_WHITESPACE,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
575,EXACT12_ADMIT012_FORMAL_FIELD52_SHA_0X_PREFIX,predecessor_exact12_all_cases,ADMIT012_FORMAL_FIELD52_SHA_0X_PREFIX,"{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}","{""committed_case_passed"":true,""exact_handler_identity"":true,""expected_result_or_error_sha256"":""d94711461489c3ea650c06be059fa30456a811087926d164d25cec7539aab395""}",0,0,0,0,0,0,true,true
