case_group,case_id,expected,observed,case_passed
rejected_exact4_position_validator_valid,pre_final_split_acceptance_permission:position=14,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'pre_final_split_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'pre_final_split_acceptance_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,training_execution_admission_permission:position=1,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,training_execution_admission_permission:position=8,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_exact4_position_validator_valid,training_execution_admission_permission:position=15,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_mixed_precedence_validator_valid,multiple_rejected,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'rejected'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_mixed_precedence_validator_valid,rejected_plus_blocked,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'blocked', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'blocked', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_mixed_precedence_validator_valid,rejected_plus_invalid,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'invalid'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'invalid'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_mixed_precedence_validator_valid,rejected_plus_blocked_plus_invalid,"(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'blocked', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'invalid'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))","(('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), ('rejected', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'blocked', 'passed', 'passed', 'passed', 'passed', 'passed', 'passed', 'invalid'), ('valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid', 'valid'), 'valid', ('covapie_combined_admission_candidate_verdict_v1', 'training_execution_admission_permission', 'invalid', False, True, 'COMBINED_ADMISSION_RULE_EVALUATION_INVARIANT_INVALID', ('ADMIT_001', 'ADMIT_002', 'ADMIT_003', 'ADMIT_004', 'ADMIT_005', 'ADMIT_006', 'ADMIT_007', 'ADMIT_008', 'ADMIT_009', 'ADMIT_010', 'ADMIT_011', 'ADMIT_012', 'ADMIT_013', 'ADMIT_014', 'ADMIT_015'), (), (), (), (), (), False))",true
rejected_combined_validator_fail_closed,wrong_schema,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,wrong_scope,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,wrong_required_membership,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,wrong_outcome,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,passed_true,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,blocks_scope_action_false,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,wrong_reason,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,nonempty_evaluated_rule_ids,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,nonempty_rule_evaluations,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,nonempty_invalid_rule_ids,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,nonempty_blocked_rule_ids,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,nonempty_failing_rule_ids,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,aggregation_io_used_true,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,subclass,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
rejected_combined_validator_fail_closed,wrong_storage_order,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_validator_branch_isolation_fail_closed,normal_vector_rejects_empty_diagnostics_invalid,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_validator_branch_isolation_fail_closed,rejected_vector_rejects_retained_passed,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_validator_branch_isolation_fail_closed,rejected_vector_rejects_retained_blocked,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_validator_branch_isolation_fail_closed,rejected_vector_rejects_retained_invalid,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_validator_branch_isolation_fail_closed,normal_vector_rejects_copied_tuple,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,subclass,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,wrong_scope,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,wrong_membership,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,copied_vector,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,wrong_schema,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,malformed_result,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
combined_result_validator_fail_closed,wrong_storage_order,'STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID','STAGE_ORCHESTRATION_AGGREGATOR_RESULT_INVARIANT_INVALID',true
error_exception_inheritance,StageAdmissionOrchestrationError,True,True,true
current_permission_false,constant,False,False,true
action_permission_granted_false,constant,False,False,true
authorized_execution_count_zero,constant,0,0,true
actual_dispatcher_calls_zero,constant,0,0,true
actual_handler_calls_zero,constant,0,0,true
actual_aggregator_calls_zero,constant,0,0,true
