scaleup_rank,canonical_event_id,pdb_id,ligand_component_id,raw_structure_available,exact_cys_sg_event_recovered,explicit_covalent_evidence,distance_only_event_inference_used,full_coordinate_post_evidence_available,ccd_graph_complete,feature_compatible,structural_processing_success,post_geometry_source_evidence_available,representation_gap,feature_incompatible,current_global_status,priority_review_in_scope,review_unit_id,current_review_status,human_review_completed,human_review_authority_source,chemistry_disposition,chemistry_authority_source,task_relevance_disposition,task_relevance_authority_source,training_use_disposition,human_training_excluded,reactive_pair_raw_structural_evidence,reactive_pair_sample_authoritative,reactive_pair_training_target_available,role_partition_sample_authoritative,role_profile,canonical_mask_structural_labels_available,structurally_applicable_task_ids_json,post_geometry_sample_authoritative,post_geometry_training_target_available,pre_geometry_authoritative,pre_geometry_training_target_available,training_use_include,future_training_admission_candidate,formal_split_authoritative,formal_split,formal_training_admitted,current_runtime_model_usable,training_materialization_allowed_current_source,positive_authority_source,feature_semantics_status
512,COVAPIE_CYS_SG_EVENT_V1:3OVX:A:CYS:25-:SG:C:O64:C12,3OVX,O64,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
513,COVAPIE_CYS_SG_EVENT_V1:3OVX:B:CYS:25-:SG:E:O64:C12,3OVX,O64,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
514,COVAPIE_CYS_SG_EVENT_V1:3P8E:A:CYS:274-:SG:C:LN7:CZ,3P8E,LN7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_761DF2EA30908AC8,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
515,COVAPIE_CYS_SG_EVENT_V1:3P8E:B:CYS:274-:SG:D:LN7:CZ,3P8E,LN7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_761DF2EA30908AC8,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
516,COVAPIE_CYS_SG_EVENT_V1:3PA8:A:CYS:155-:SG:C:621:CAC,3PA8,621,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
517,COVAPIE_CYS_SG_EVENT_V1:3PA8:B:CYS:155-:SG:G:621:CAC,3PA8,621,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
518,COVAPIE_CYS_SG_EVENT_V1:3PDF:A:CYS:234-:SG:C:LXV:C18,3PDF,LXV,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
519,COVAPIE_CYS_SG_EVENT_V1:3PDS:A:CYS:93-:SG:B:ERC:S1,3PDS,ERC,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_0A51B56B451AA067,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
520,COVAPIE_CYS_SG_EVENT_V1:3Q3Y:A:CYS:147-:SG:C:XNV:C06,3Q3Y,XNV,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
521,COVAPIE_CYS_SG_EVENT_V1:3Q3Y:B:CYS:147-:SG:L:XNV:C06,3Q3Y,XNV,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
522,COVAPIE_CYS_SG_EVENT_V1:3QN7:B:CYS:16-:SG:C:ZBR:C8,3QN7,ZBR,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
523,COVAPIE_CYS_SG_EVENT_V1:3QN7:B:CYS:2-:SG:C:ZBR:C9,3QN7,ZBR,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
524,COVAPIE_CYS_SG_EVENT_V1:3QN7:B:CYS:9-:SG:C:ZBR:C7,3QN7,ZBR,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
525,COVAPIE_CYS_SG_EVENT_V1:3QSD:A:CYS:100-:SG:B:074:C6,3QSD,074,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
526,COVAPIE_CYS_SG_EVENT_V1:3QVO:A:CYS:93-:SG:B:MNB:S5,3QVO,MNB,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
527,COVAPIE_CYS_SG_EVENT_V1:3QVY:A:CYS:82-:SG:O:ME7:CAG,3QVY,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_8C17238B54AACE80,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
528,COVAPIE_CYS_SG_EVENT_V1:3QVY:B:CYS:82-:SG:U:ME7:CAE,3QVY,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_3CF0AB1696EEA129,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
529,COVAPIE_CYS_SG_EVENT_V1:3QVY:C:CYS:82-:SG:O:ME7:CAE,3QVY,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_3CF0AB1696EEA129,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
530,COVAPIE_CYS_SG_EVENT_V1:3QVY:D:CYS:82-:SG:U:ME7:CAH,3QVY,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_06A012CB91AC4F3B,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
531,COVAPIE_CYS_SG_EVENT_V1:3QVZ:A:CYS:82-:SG:F:ME7:CAE,3QVZ,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_3CF0AB1696EEA129,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
532,COVAPIE_CYS_SG_EVENT_V1:3QVZ:B:CYS:82-:SG:N:ME7:CAG,3QVZ,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_8C17238B54AACE80,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
533,COVAPIE_CYS_SG_EVENT_V1:3QVZ:C:CYS:82-:SG:F:ME7:CAH,3QVZ,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_06A012CB91AC4F3B,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
534,COVAPIE_CYS_SG_EVENT_V1:3QVZ:D:CYS:82-:SG:N:ME7:CAF,3QVZ,ME7,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_C3B618BB049D3C11,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
535,COVAPIE_CYS_SG_EVENT_V1:3RHY:A:CYS:249-:SG:C:HM3:C4,3RHY,HM3,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
536,COVAPIE_CYS_SG_EVENT_V1:3RHY:B:CYS:249-:SG:D:HM3:C4,3RHY,HM3,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
537,COVAPIE_CYS_SG_EVENT_V1:3RUO:A:CYS:147-:SG:C:AG7:C19,3RUO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
538,COVAPIE_CYS_SG_EVENT_V1:3RUO:B:CYS:147-:SG:E:AG7:C19,3RUO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
539,COVAPIE_CYS_SG_EVENT_V1:3S19:A:CYS:194-:SG:E:PRF:C10,3S19,PRF,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/PRF_COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58/formal-human-decision-v1/prf_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,false,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",false,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
540,COVAPIE_CYS_SG_EVENT_V1:3S19:B:CYS:194-:SG:G:PRF:C10,3S19,PRF,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/PRF_COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58/formal-human-decision-v1/prf_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,false,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",false,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
541,COVAPIE_CYS_SG_EVENT_V1:3S19:C:CYS:194-:SG:I:PRF:C10,3S19,PRF,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/PRF_COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58/formal-human-decision-v1/prf_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,false,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",false,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
542,COVAPIE_CYS_SG_EVENT_V1:3S19:D:CYS:194-:SG:K:PRF:C10,3S19,PRF,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/PRF_COVAPIE_BULK_REVIEW_UNIT_1569D77F66026B58/formal-human-decision-v1/prf_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,false,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",false,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_prf_completed_decision_ingestion_and_task_label_availability_v1/covapie_prf_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
543,COVAPIE_CYS_SG_EVENT_V1:3S3Q:A:CYS:100-:SG:B:C1P:C18,3S3Q,C1P,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
544,COVAPIE_CYS_SG_EVENT_V1:3S3R:A:CYS:100-:SG:D:0IW:C21,3S3R,0IW,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
545,COVAPIE_CYS_SG_EVENT_V1:3S3R:B:CYS:100-:SG:E:0IW:C21,3S3R,0IW,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
546,COVAPIE_CYS_SG_EVENT_V1:3S3R:C:CYS:100-:SG:F:0IW:C21,3S3R,0IW,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
547,COVAPIE_CYS_SG_EVENT_V1:3SJI:A:CYS:147-:SG:B:AG7:C19,3SJI,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
548,COVAPIE_CYS_SG_EVENT_V1:3SJO:A:CYS:147-:SG:I:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
549,COVAPIE_CYS_SG_EVENT_V1:3SJO:B:CYS:147-:SG:J:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
550,COVAPIE_CYS_SG_EVENT_V1:3SJO:C:CYS:147-:SG:K:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
551,COVAPIE_CYS_SG_EVENT_V1:3SJO:D:CYS:147-:SG:L:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
552,COVAPIE_CYS_SG_EVENT_V1:3SJO:E:CYS:147-:SG:M:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
553,COVAPIE_CYS_SG_EVENT_V1:3SJO:F:CYS:147-:SG:N:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
554,COVAPIE_CYS_SG_EVENT_V1:3SJO:G:CYS:147-:SG:O:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
555,COVAPIE_CYS_SG_EVENT_V1:3SJO:H:CYS:147-:SG:P:AG7:C19,3SJO,AG7,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
556,COVAPIE_CYS_SG_EVENT_V1:3SN8:A:CYS:145-:SG:B:S89:C,3SN8,S89,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
