scaleup_rank,canonical_event_id,selection_priority_pass,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,source_dataset_count,source_record_count,source_datasets_json,source_record_ids_json
618,COVAPIE_CYS_SG_EVENT_V1:3X1H:B:CYS:285-:SG:D:5OX:C15,MULTI_SOURCE_PROVENANCE,3X1H,B,,CYS,285,SG,5OX,D,C15,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000116"",""SOURCE_COVPDB:CovPDB_complexes/3x1h/3x1h.pdb#LINK00548"",""SOURCE_RCSB_PDB_DIRECT:3X1H:covale2""]"
619,COVAPIE_CYS_SG_EVENT_V1:3X1I:A:CYS:285-:SG:C:66B:C15,MULTI_SOURCE_PROVENANCE,3X1I,A,,CYS,285,SG,66B,C,C15,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000115"",""SOURCE_COVPDB:CovPDB_complexes/3x1i/3x1i.pdb#LINK00584"",""SOURCE_RCSB_PDB_DIRECT:3X1I:covale1""]"
620,COVAPIE_CYS_SG_EVENT_V1:3X1I:B:CYS:285-:SG:D:66B:C15,MULTI_SOURCE_PROVENANCE,3X1I,B,,CYS,285,SG,66B,D,C15,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000114"",""SOURCE_COVPDB:CovPDB_complexes/3x1i/3x1i.pdb#LINK00583"",""SOURCE_RCSB_PDB_DIRECT:3X1I:covale2""]"
621,COVAPIE_CYS_SG_EVENT_V1:3ZGP:A:CYS:442-:SG:B:1RG:CAA,MULTI_SOURCE_PROVENANCE,3ZGP,A,,CYS,442,SG,1RG,B,CAA,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zgp/3zgp.pdb#LINK00309"",""SOURCE_RCSB_PDB_DIRECT:3ZGP:covale1""]"
622,COVAPIE_CYS_SG_EVENT_V1:3ZIM:A:CYS:862-:SG:B:KKR:C2,MULTI_SOURCE_PROVENANCE,3ZIM,A,,CYS,862,SG,KKR,B,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001635"",""SOURCE_RCSB_PDB_DIRECT:3ZIM:covale1""]"
623,COVAPIE_CYS_SG_EVENT_V1:3ZV9:A:CYS:147-:SG:B:G74:C63,MULTI_SOURCE_PROVENANCE,3ZV9,A,,CYS,147,SG,G74,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001687"",""SOURCE_COVPDB:CovPDB_complexes/3zv9/3zv9.pdb#LINK00431"",""SOURCE_RCSB_PDB_DIRECT:3ZV9:covale1""]"
624,COVAPIE_CYS_SG_EVENT_V1:3ZVA:A:CYS:147-:SG:B:G75:C63,MULTI_SOURCE_PROVENANCE,3ZVA,A,,CYS,147,SG,G75,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001693"",""SOURCE_COVPDB:CovPDB_complexes/3zva/3zva.pdb#LINK00430"",""SOURCE_RCSB_PDB_DIRECT:3ZVA:covale1""]"
625,COVAPIE_CYS_SG_EVENT_V1:3ZVB:A:CYS:147-:SG:B:G81:C63,MULTI_SOURCE_PROVENANCE,3ZVB,A,,CYS,147,SG,G81,B,C63,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001686"",""SOURCE_RCSB_PDB_DIRECT:3ZVB:covale1""]"
626,COVAPIE_CYS_SG_EVENT_V1:3ZVC:A:CYS:147-:SG:B:G82:C63,MULTI_SOURCE_PROVENANCE,3ZVC,A,,CYS,147,SG,G82,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001682"",""SOURCE_COVPDB:CovPDB_complexes/3zvc/3zvc.pdb#LINK00412"",""SOURCE_RCSB_PDB_DIRECT:3ZVC:covale1""]"
627,COVAPIE_CYS_SG_EVENT_V1:3ZVD:A:CYS:147-:SG:B:G83:C63,MULTI_SOURCE_PROVENANCE,3ZVD,A,,CYS,147,SG,G83,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001673"",""SOURCE_COVPDB:CovPDB_complexes/3zvd/3zvd.pdb#LINK00461"",""SOURCE_RCSB_PDB_DIRECT:3ZVD:covale1""]"
628,COVAPIE_CYS_SG_EVENT_V1:3ZVE:A:CYS:147-:SG:B:G84:C63,MULTI_SOURCE_PROVENANCE,3ZVE,A,,CYS,147,SG,G84,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001656"",""SOURCE_COVPDB:CovPDB_complexes/3zve/3zve.pdb#LINK00413"",""SOURCE_RCSB_PDB_DIRECT:3ZVE:covale1""]"
629,COVAPIE_CYS_SG_EVENT_V1:3ZVF:A:CYS:147-:SG:B:G85:C63,MULTI_SOURCE_PROVENANCE,3ZVF,A,,CYS,147,SG,G85,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001690"",""SOURCE_COVPDB:CovPDB_complexes/3zvf/3zvf.pdb#LINK00422"",""SOURCE_RCSB_PDB_DIRECT:3ZVF:covale1""]"
630,COVAPIE_CYS_SG_EVENT_V1:3ZVG:A:CYS:147-:SG:B:G86:C63,MULTI_SOURCE_PROVENANCE,3ZVG,A,,CYS,147,SG,G86,B,C63,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001683"",""SOURCE_COVPDB:CovPDB_complexes/3zvg/3zvg.pdb#LINK00431"",""SOURCE_RCSB_PDB_DIRECT:3ZVG:covale1""]"
631,COVAPIE_CYS_SG_EVENT_V1:3ZZ5:A:CYS:147-:SG:B:G74:C63,MULTI_SOURCE_PROVENANCE,3ZZ5,A,,CYS,147,SG,G74,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zz5/3zz5.pdb#LINK00416"",""SOURCE_RCSB_PDB_DIRECT:3ZZ5:covale1""]"
632,COVAPIE_CYS_SG_EVENT_V1:3ZZ6:A:CYS:147-:SG:B:G75:C63,MULTI_SOURCE_PROVENANCE,3ZZ6,A,,CYS,147,SG,G75,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zz6/3zz6.pdb#LINK00411"",""SOURCE_RCSB_PDB_DIRECT:3ZZ6:covale1""]"
633,COVAPIE_CYS_SG_EVENT_V1:3ZZ7:A:CYS:147-:SG:B:G81:C63,MULTI_SOURCE_PROVENANCE,3ZZ7,A,,CYS,147,SG,G81,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zz7/3zz7.pdb#LINK00418"",""SOURCE_RCSB_PDB_DIRECT:3ZZ7:covale1""]"
634,COVAPIE_CYS_SG_EVENT_V1:3ZZ8:A:CYS:147-:SG:B:G82:C63,MULTI_SOURCE_PROVENANCE,3ZZ8,A,,CYS,147,SG,G82,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zz8/3zz8.pdb#LINK00417"",""SOURCE_RCSB_PDB_DIRECT:3ZZ8:covale1""]"
635,COVAPIE_CYS_SG_EVENT_V1:3ZZ9:A:CYS:147-:SG:B:G83:C63,MULTI_SOURCE_PROVENANCE,3ZZ9,A,,CYS,147,SG,G83,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zz9/3zz9.pdb#LINK00421"",""SOURCE_RCSB_PDB_DIRECT:3ZZ9:covale1""]"
636,COVAPIE_CYS_SG_EVENT_V1:3ZZA:A:CYS:147-:SG:B:G84:C63,MULTI_SOURCE_PROVENANCE,3ZZA,A,,CYS,147,SG,G84,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zza/3zza.pdb#LINK00432"",""SOURCE_RCSB_PDB_DIRECT:3ZZA:covale1""]"
637,COVAPIE_CYS_SG_EVENT_V1:3ZZB:A:CYS:147-:SG:B:G85:C63,MULTI_SOURCE_PROVENANCE,3ZZB,A,,CYS,147,SG,G85,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zzb/3zzb.pdb#LINK00429"",""SOURCE_RCSB_PDB_DIRECT:3ZZB:covale1""]"
638,COVAPIE_CYS_SG_EVENT_V1:3ZZC:A:CYS:147-:SG:B:G83:C63,MULTI_SOURCE_PROVENANCE,3ZZC,A,,CYS,147,SG,G83,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zzc/3zzc.pdb#LINK00452"",""SOURCE_RCSB_PDB_DIRECT:3ZZC:covale1""]"
639,COVAPIE_CYS_SG_EVENT_V1:3ZZD:A:CYS:147-:SG:B:G85:C63,MULTI_SOURCE_PROVENANCE,3ZZD,A,,CYS,147,SG,G85,B,C63,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/3zzd/3zzd.pdb#LINK00464"",""SOURCE_RCSB_PDB_DIRECT:3ZZD:covale1""]"
640,COVAPIE_CYS_SG_EVENT_V1:4A52:A:CYS:142-:SG:B:IM2:C7,MULTI_SOURCE_PROVENANCE,4A52,A,,CYS,142,SG,IM2,B,C7,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4a52/4a52.pdb#LINK00315"",""SOURCE_RCSB_PDB_DIRECT:4A52:covale1""]"
641,COVAPIE_CYS_SG_EVENT_V1:4AXM:A:CYS:25-:SG:H:V65:C1,MULTI_SOURCE_PROVENANCE,4AXM,A,,CYS,25,SG,V65,H,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000456"",""SOURCE_RCSB_PDB_DIRECT:4AXM:covale1""]"
642,COVAPIE_CYS_SG_EVENT_V1:4AXM:B:CYS:25-:SG:J:V65:C1,MULTI_SOURCE_PROVENANCE,4AXM,B,,CYS,25,SG,V65,J,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000457"",""SOURCE_RCSB_PDB_DIRECT:4AXM:covale2""]"
643,COVAPIE_CYS_SG_EVENT_V1:4AXM:F:CYS:25-:SG:R:V65:C1,MULTI_SOURCE_PROVENANCE,4AXM,F,,CYS,25,SG,V65,R,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000458"",""SOURCE_RCSB_PDB_DIRECT:4AXM:covale6""]"
644,COVAPIE_CYS_SG_EVENT_V1:4BQV:A:CYS:147-:SG:I:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,A,,CYS,147,SG,8PW,I,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00848"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale1""]"
645,COVAPIE_CYS_SG_EVENT_V1:4BQV:B:CYS:147-:SG:J:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,B,,CYS,147,SG,8PW,J,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00849"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale2""]"
646,COVAPIE_CYS_SG_EVENT_V1:4BQV:C:CYS:147-:SG:K:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,C,,CYS,147,SG,8PW,K,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00850"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale3""]"
647,COVAPIE_CYS_SG_EVENT_V1:4BQV:D:CYS:147-:SG:L:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,D,,CYS,147,SG,8PW,L,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00851"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale4""]"
648,COVAPIE_CYS_SG_EVENT_V1:4BQV:E:CYS:147-:SG:M:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,E,,CYS,147,SG,8PW,M,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00852"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale5""]"
649,COVAPIE_CYS_SG_EVENT_V1:4BQV:F:CYS:147-:SG:N:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,F,,CYS,147,SG,8PW,N,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00853"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale6""]"
650,COVAPIE_CYS_SG_EVENT_V1:4BQV:G:CYS:147-:SG:O:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,G,,CYS,147,SG,8PW,O,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00854"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale7""]"
651,COVAPIE_CYS_SG_EVENT_V1:4BQV:H:CYS:147-:SG:P:8PW:C18,MULTI_SOURCE_PROVENANCE,4BQV,H,,CYS,147,SG,8PW,P,C18,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bqv/4bqv.pdb#LINK00855"",""SOURCE_RCSB_PDB_DIRECT:4BQV:covale8""]"
652,COVAPIE_CYS_SG_EVENT_V1:4BS5:A:CYS:147-:SG:B:MG2:C12,MULTI_SOURCE_PROVENANCE,4BS5,A,,CYS,147,SG,MG2,B,C12,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bs5/4bs5.pdb#LINK00403"",""SOURCE_RCSB_PDB_DIRECT:4BS5:covale1""]"
653,COVAPIE_CYS_SG_EVENT_V1:4BS6:A:CYS:147-:SG:D:JG7:C20,MULTI_SOURCE_PROVENANCE,4BS6,A,,CYS,147,SG,JG7,D,C20,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bs6/4bs6.pdb#LINK00468"",""SOURCE_RCSB_PDB_DIRECT:4BS6:covale1""]"
654,COVAPIE_CYS_SG_EVENT_V1:4BS6:B:CYS:147-:SG:E:JG7:C20,MULTI_SOURCE_PROVENANCE,4BS6,B,,CYS,147,SG,JG7,E,C20,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bs6/4bs6.pdb#LINK00469"",""SOURCE_RCSB_PDB_DIRECT:4BS6:covale2""]"
655,COVAPIE_CYS_SG_EVENT_V1:4BSQ:A:CYS:147-:SG:B:QQV:C14,MULTI_SOURCE_PROVENANCE,4BSQ,A,,CYS,147,SG,QQV,B,C14,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4bsq/4bsq.pdb#LINK00405"",""SOURCE_RCSB_PDB_DIRECT:4BSQ:covale1""]"
656,COVAPIE_CYS_SG_EVENT_V1:4C5L:A:CYS:110-:SG:E:UEG:C4A,MULTI_SOURCE_PROVENANCE,4C5L,A,,CYS,110,SG,UEG,E,C4A,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004897"",""SOURCE_COVPDB:CovPDB_complexes/4c5l/4c5l.pdb#LINK01278"",""SOURCE_RCSB_PDB_DIRECT:4C5L:covale1""]"
657,COVAPIE_CYS_SG_EVENT_V1:4C5L:C:CYS:110-:SG:J:UEG:C4A,MULTI_SOURCE_PROVENANCE,4C5L,C,,CYS,110,SG,UEG,J,C4A,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004898"",""SOURCE_COVPDB:CovPDB_complexes/4c5l/4c5l.pdb#LINK01279"",""SOURCE_RCSB_PDB_DIRECT:4C5L:covale2""]"
658,COVAPIE_CYS_SG_EVENT_V1:4C5L:D:CYS:110-:SG:K:UEG:C4A,MULTI_SOURCE_PROVENANCE,4C5L,D,,CYS,110,SG,UEG,K,C4A,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004899"",""SOURCE_COVPDB:CovPDB_complexes/4c5l/4c5l.pdb#LINK01280"",""SOURCE_RCSB_PDB_DIRECT:4C5L:covale3""]"
659,COVAPIE_CYS_SG_EVENT_V1:4C5N:D:CYS:110-:SG:O:UEG:C4A,MULTI_SOURCE_PROVENANCE,4C5N,D,,CYS,110,SG,UEG,O,C4A,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004901"",""SOURCE_COVPDB:CovPDB_complexes/4c5n/4c5n.pdb#LINK00998"",""SOURCE_RCSB_PDB_DIRECT:4C5N:covale1""]"
660,COVAPIE_CYS_SG_EVENT_V1:4CDC:B:CYS:234-:SG:N:6AO:C22,MULTI_SOURCE_PROVENANCE,4CDC,B,,CYS,234,SG,6AO,N,C22,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003194"",""SOURCE_RCSB_PDB_DIRECT:4CDC:covale2""]"
661,COVAPIE_CYS_SG_EVENT_V1:4CDC:E:CYS:234-:SG:S:6AO:C22,MULTI_SOURCE_PROVENANCE,4CDC,E,,CYS,234,SG,6AO,S,C22,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003195"",""SOURCE_RCSB_PDB_DIRECT:4CDC:covale5""]"
662,COVAPIE_CYS_SG_EVENT_V1:4CDC:H:CYS:234-:SG:X:6AO:C22,MULTI_SOURCE_PROVENANCE,4CDC,H,,CYS,234,SG,6AO,X,C22,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003196"",""SOURCE_RCSB_PDB_DIRECT:4CDC:covale7""]"
663,COVAPIE_CYS_SG_EVENT_V1:4CDC:K:CYS:234-:SG:BA:6AO:C22,MULTI_SOURCE_PROVENANCE,4CDC,K,,CYS,234,SG,6AO,BA,C22,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003197"",""SOURCE_RCSB_PDB_DIRECT:4CDC:covale10""]"
664,COVAPIE_CYS_SG_EVENT_V1:4CDD:B:CYS:234-:SG:J:GDI:C11,MULTI_SOURCE_PROVENANCE,4CDD,B,,CYS,234,SG,GDI,J,C11,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003191"",""SOURCE_RCSB_PDB_DIRECT:4CDD:covale3""]"
665,COVAPIE_CYS_SG_EVENT_V1:4CDD:E:CYS:234-:SG:M:GDI:C11,MULTI_SOURCE_PROVENANCE,4CDD,E,,CYS,234,SG,GDI,M,C11,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003192"",""SOURCE_RCSB_PDB_DIRECT:4CDD:covale5""]"
666,COVAPIE_CYS_SG_EVENT_V1:4CDE:B:CYS:234-:SG:I:U6B:C9,MULTI_SOURCE_PROVENANCE,4CDE,B,,CYS,234,SG,U6B,I,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003189"",""SOURCE_RCSB_PDB_DIRECT:4CDE:covale2""]"
667,COVAPIE_CYS_SG_EVENT_V1:4CDE:E:CYS:234-:SG:N:U6B:C9,MULTI_SOURCE_PROVENANCE,4CDE,E,,CYS,234,SG,U6B,N,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003190"",""SOURCE_RCSB_PDB_DIRECT:4CDE:covale5""]"
668,COVAPIE_CYS_SG_EVENT_V1:4CDF:B:CYS:234-:SG:I:W2C:C9,MULTI_SOURCE_PROVENANCE,4CDF,B,,CYS,234,SG,W2C,I,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003187"",""SOURCE_RCSB_PDB_DIRECT:4CDF:covale2""]"
669,COVAPIE_CYS_SG_EVENT_V1:4CDF:E:CYS:234-:SG:M:W2C:C9,MULTI_SOURCE_PROVENANCE,4CDF,E,,CYS,234,SG,W2C,M,C9,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003188"",""SOURCE_RCSB_PDB_DIRECT:4CDF:covale5""]"
670,COVAPIE_CYS_SG_EVENT_V1:4CL8:A:CYS:168-:SG:E:OZJ:CAF,MULTI_SOURCE_PROVENANCE,4CL8,A,,CYS,168,SG,OZJ,E,CAF,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003295"",""SOURCE_COVPDB:CovPDB_complexes/4cl8/4cl8.pdb#LINK00881"",""SOURCE_RCSB_PDB_DIRECT:4CL8:covale1""]"
671,COVAPIE_CYS_SG_EVENT_V1:4CL8:B:CYS:168-:SG:I:OZJ:CAF,MULTI_SOURCE_PROVENANCE,4CL8,B,,CYS,168,SG,OZJ,I,CAF,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003296"",""SOURCE_COVPDB:CovPDB_complexes/4cl8/4cl8.pdb#LINK00882"",""SOURCE_RCSB_PDB_DIRECT:4CL8:covale2""]"
672,COVAPIE_CYS_SG_EVENT_V1:4CL8:C:CYS:168-:SG:L:OZJ:CAF,MULTI_SOURCE_PROVENANCE,4CL8,C,,CYS,168,SG,OZJ,L,CAF,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003297"",""SOURCE_COVPDB:CovPDB_complexes/4cl8/4cl8.pdb#LINK00883"",""SOURCE_RCSB_PDB_DIRECT:4CL8:covale3""]"
673,COVAPIE_CYS_SG_EVENT_V1:4CL8:D:CYS:168-:SG:O:OZJ:CAF,MULTI_SOURCE_PROVENANCE,4CL8,D,,CYS,168,SG,OZJ,O,CAF,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003298"",""SOURCE_COVPDB:CovPDB_complexes/4cl8/4cl8.pdb#LINK00884"",""SOURCE_RCSB_PDB_DIRECT:4CL8:covale4""]"
674,COVAPIE_CYS_SG_EVENT_V1:4CM5:A:CYS:168-:SG:F:NWJ:CAV,MULTI_SOURCE_PROVENANCE,4CM5,A,,CYS,168,SG,NWJ,F,CAV,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001051"",""SOURCE_COVPDB:CovPDB_complexes/4cm5/4cm5.pdb#LINK00893"",""SOURCE_RCSB_PDB_DIRECT:4CM5:covale1""]"
675,COVAPIE_CYS_SG_EVENT_V1:4CM5:B:CYS:168-:SG:H:NWJ:CAV,MULTI_SOURCE_PROVENANCE,4CM5,B,,CYS,168,SG,NWJ,H,CAV,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001052"",""SOURCE_COVPDB:CovPDB_complexes/4cm5/4cm5.pdb#LINK00894"",""SOURCE_RCSB_PDB_DIRECT:4CM5:covale2""]"
676,COVAPIE_CYS_SG_EVENT_V1:4CM5:C:CYS:168-:SG:J:NWJ:CAV,MULTI_SOURCE_PROVENANCE,4CM5,C,,CYS,168,SG,NWJ,J,CAV,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001053"",""SOURCE_COVPDB:CovPDB_complexes/4cm5/4cm5.pdb#LINK00895"",""SOURCE_RCSB_PDB_DIRECT:4CM5:covale3""]"
