priority_rank,review_unit_id,event_count,potential_event_yield_per_unit,canonical_event_ids_json,pdb_ids_json,ligand_component_ids_json,full_coordinate_event_count,exact_reactive_pair_event_count,CCD_graph_complete_event_count,POST_geometry_available_event_count,shadow_exact_component_event_count,representation_blocked_event_count,leakage_conflict_event_count,priority_score,priority_reason,human_decision_created
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,16,"[""COVAPIE_CYS_SG_EVENT_V1:4I3U:A:CYS:291-:SG:I:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:B:CYS:291-:SG:J:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:C:CYS:291-:SG:K:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:D:CYS:291-:SG:L:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:E:CYS:291-:SG:M:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:F:CYS:291-:SG:N:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:G:CYS:291-:SG:O:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:H:CYS:291-:SG:P:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:A:CYS:291-:SG:J:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:B:CYS:291-:SG:L:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:C:CYS:291-:SG:N:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:D:CYS:291-:SG:P:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:E:CYS:291-:SG:R:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:F:CYS:291-:SG:T:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:G:CYS:291-:SG:V:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:H:CYS:291-:SG:W:POA:C2""]","[""4I3U"",""4I3V""]","[""POA""]",16,16,16,16,0,0,0,16177760,EVENT_YIELD=16;FULL_COORDINATES=16;EXACT_PAIR=16;CCD_GRAPH=16;POST=16;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
67,COVAPIE_BULK_REVIEW_UNIT_A3B1026F5FBAFB4A,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:2GH5:A:CYS:58-:SG:E:ELI:C17"",""COVAPIE_CYS_SG_EVENT_V1:2GH5:B:CYS:58-:SG:N:ELI:C17""]","[""2GH5""]","[""ELI""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
68,COVAPIE_BULK_REVIEW_UNIT_AAFC22DB88292B60,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:1JR1:A:CYS:331-:SG:D:IMP:C2"",""COVAPIE_CYS_SG_EVENT_V1:2C6Q:D:CYS:186-:SG:O:IMP:C2""]","[""1JR1"",""2C6Q""]","[""IMP""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
69,COVAPIE_BULK_REVIEW_UNIT_AD31D424D6E14AA0,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:5DCC:A:CYS:354-:SG:C:58U:C7"",""COVAPIE_CYS_SG_EVENT_V1:5DCC:B:CYS:354-:SG:S:58U:C7""]","[""5DCC""]","[""58U""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
70,COVAPIE_BULK_REVIEW_UNIT_AFCA77A30B2F54B9,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:4GEV:A:CYS:146-:SG:C:UMC:C6"",""COVAPIE_CYS_SG_EVENT_V1:4GEV:B:CYS:146-:SG:E:UMC:C6""]","[""4GEV""]","[""UMC""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
71,COVAPIE_BULK_REVIEW_UNIT_B14901EBB288D9F1,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:5C5O:A:CYS:145-:SG:C:SDJ:C20"",""COVAPIE_CYS_SG_EVENT_V1:5C5O:B:CYS:145-:SG:D:SDJ:C20""]","[""5C5O""]","[""SDJ""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
72,COVAPIE_BULK_REVIEW_UNIT_B4F514DC9BD2350E,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:2AMD:A:CYS:145-:SG:C:9IN:C23"",""COVAPIE_CYS_SG_EVENT_V1:2AMD:B:CYS:145-:SG:D:9IN:C23""]","[""2AMD""]","[""9IN""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
73,COVAPIE_BULK_REVIEW_UNIT_BDF8A958BEDF5181,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:3X1I:A:CYS:285-:SG:C:66B:C15"",""COVAPIE_CYS_SG_EVENT_V1:3X1I:B:CYS:285-:SG:D:66B:C15""]","[""3X1I""]","[""66B""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
74,COVAPIE_BULK_REVIEW_UNIT_C2AF4046BA8F151C,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:4NCR:A:CYS:387-:SG:C:26J:NBE"",""COVAPIE_CYS_SG_EVENT_V1:4NCR:B:CYS:387-:SG:H:26J:NBE""]","[""4NCR""]","[""26J""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
75,COVAPIE_BULK_REVIEW_UNIT_C7881E5B728B2D19,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:2AWZ:A:CYS:366-:SG:G:5H:C1"",""COVAPIE_CYS_SG_EVENT_V1:2AWZ:B:CYS:366-:SG:J:5H:C1""]","[""2AWZ""]","[""5H""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
76,COVAPIE_BULK_REVIEW_UNIT_CAD7598717A400DC,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:3V6R:A:CYS:154-:SG:C:CQQ:C33"",""COVAPIE_CYS_SG_EVENT_V1:3V6R:B:CYS:154-:SG:D:CQQ:C33""]","[""3V6R""]","[""CQQ""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
77,COVAPIE_BULK_REVIEW_UNIT_CB81A8FAB5EEF2F7,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:2AX1:A:CYS:366-:SG:G:5EE:C1"",""COVAPIE_CYS_SG_EVENT_V1:2AX1:B:CYS:366-:SG:L:5EE:C1""]","[""2AX1""]","[""5EE""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
78,COVAPIE_BULK_REVIEW_UNIT_CF6D3ADC970757BA,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:1TLS:A:CYS:146-:SG:C:UFP:C6"",""COVAPIE_CYS_SG_EVENT_V1:1TLS:B:CYS:146-:SG:E:UFP:C6""]","[""1TLS""]","[""UFP""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
79,COVAPIE_BULK_REVIEW_UNIT_D01A4DF5C78EE065,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:1QFM:A:CYS:532-:SG:E:SGM:S1"",""COVAPIE_CYS_SG_EVENT_V1:1QFM:A:CYS:78-:SG:D:SGM:S1""]","[""1QFM""]","[""SGM""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
80,COVAPIE_BULK_REVIEW_UNIT_D60E67E860A87B24,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:4JWU:A:CYS:344-:SG:G:1N0:C2"",""COVAPIE_CYS_SG_EVENT_V1:4JX1:E:CYS:344-:SG:U:1N0:C2""]","[""4JWU"",""4JX1""]","[""1N0""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
81,COVAPIE_BULK_REVIEW_UNIT_E589158559EC7B15,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:1TU6:A:CYS:139-:SG:E:FSP:C23"",""COVAPIE_CYS_SG_EVENT_V1:1TU6:B:CYS:139-:SG:G:FSP:C23""]","[""1TU6""]","[""FSP""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
82,COVAPIE_BULK_REVIEW_UNIT_ED9881931B330C2B,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:3D1L:A:CYS:179-:SG:C:MPR:S3"",""COVAPIE_CYS_SG_EVENT_V1:3D1L:B:CYS:179-:SG:E:MPR:S3""]","[""3D1L""]","[""MPR""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
83,COVAPIE_BULK_REVIEW_UNIT_EE27EA1094097660,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:1SHL:A:CYS:290-:SG:C:FXN:S19"",""COVAPIE_CYS_SG_EVENT_V1:1SHL:B:CYS:290-:SG:D:FXN:S19""]","[""1SHL""]","[""FXN""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
84,COVAPIE_BULK_REVIEW_UNIT_F3876B7F0EFC774D,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:3V6S:A:CYS:154-:SG:C:0F0:C33"",""COVAPIE_CYS_SG_EVENT_V1:3V6S:B:CYS:154-:SG:D:0F0:C33""]","[""3V6S""]","[""0F0""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
85,COVAPIE_BULK_REVIEW_UNIT_F8C2FA4310FD8EEF,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:4JAO:B:CYS:138-:SG:F:JAO:CAE"",""COVAPIE_CYS_SG_EVENT_V1:4JAO:C:CYS:138-:SG:G:JAO:CAE""]","[""4JAO""]","[""JAO""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
86,COVAPIE_BULK_REVIEW_UNIT_F9447F8F5D8C3AE5,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:2HWO:A:CYS:345-:SG:C:RBS:C51"",""COVAPIE_CYS_SG_EVENT_V1:2HWO:B:CYS:345-:SG:D:RBS:C51""]","[""2HWO""]","[""RBS""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
87,COVAPIE_BULK_REVIEW_UNIT_FA486B2200732B4B,2,2,"[""COVAPIE_CYS_SG_EVENT_V1:5ACB:C:CYS:1039-:SG:E:5I1:CBL"",""COVAPIE_CYS_SG_EVENT_V1:5ACB:D:CYS:1039-:SG:F:5I1:CBL""]","[""5ACB""]","[""5I1""]",2,2,2,2,0,0,0,2022220,EVENT_YIELD=2;FULL_COORDINATES=2;EXACT_PAIR=2;CCD_GRAPH=2;POST=2;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
88,COVAPIE_BULK_REVIEW_UNIT_024EEB356034F83D,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:1KZI:A:CYS:192-:SG:H:DTU:S4""]","[""1KZI""]","[""DTU""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
89,COVAPIE_BULK_REVIEW_UNIT_0A51B56B451AA067,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:3PDS:A:CYS:93-:SG:B:ERC:S1""]","[""3PDS""]","[""ERC""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
90,COVAPIE_BULK_REVIEW_UNIT_0F1DA0216E1ABE09,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4NI0:B:CYS:93-:SG:M:2P3:S1""]","[""4NI0""]","[""2P3""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
91,COVAPIE_BULK_REVIEW_UNIT_129302097024409B,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4RBM:A:CYS:477-:SG:R:CKC:CAK""]","[""4RBM""]","[""CKC""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
92,COVAPIE_BULK_REVIEW_UNIT_1E58101A3E611294,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:1BJG:A:CYS:146-:SG:B:UFP:C6""]","[""1BJG""]","[""UFP""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
93,COVAPIE_BULK_REVIEW_UNIT_23C6195A794CF380,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:2NQG:A:CYS:115-:SG:D:NQG:CBT""]","[""2NQG""]","[""NQG""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
94,COVAPIE_BULK_REVIEW_UNIT_29BE63EC8EF2392B,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:1KWO:A:CYS:693-:SG:F:PDM:CP9""]","[""1KWO""]","[""PDM""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
95,COVAPIE_BULK_REVIEW_UNIT_2CCFF436A6FA4BDF,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4HAZ:C:CYS:539-:SG:G:LBF:C3""]","[""4HAZ""]","[""LBF""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
96,COVAPIE_BULK_REVIEW_UNIT_2EBCD325E1CD2081,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:2Y92:A:CYS:91-:SG:B:DTT:S4""]","[""2Y92""]","[""DTT""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
97,COVAPIE_BULK_REVIEW_UNIT_307957C37B074C01,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4QKX:A:CYS:1093-:SG:E:35V:SAE""]","[""4QKX""]","[""35V""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
98,COVAPIE_BULK_REVIEW_UNIT_30C39507C8F1DAB8,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4WVF:C:CYS:539-:SG:H:K76:C3""]","[""4WVF""]","[""K76""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
99,COVAPIE_BULK_REVIEW_UNIT_38C223FAB11B51EB,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4ZZM:A:CYS:166-:SG:C:CQ6:C""]","[""4ZZM""]","[""CQ6""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
100,COVAPIE_BULK_REVIEW_UNIT_3C7F1C15E11A6C32,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4GMX:C:CYS:539-:SG:G:K85:C3""]","[""4GMX""]","[""K85""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
101,COVAPIE_BULK_REVIEW_UNIT_4453BD6F0D2F7A65,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4MNX:B:CYS:2-:SG:F:29N:C19""]","[""4MNX""]","[""29N""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
102,COVAPIE_BULK_REVIEW_UNIT_51445761536A7C56,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:3A2G:A:CYS:102-:SG:G:LCY:C1""]","[""3A2G""]","[""LCY""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
103,COVAPIE_BULK_REVIEW_UNIT_63503DFD57471268,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4HAU:C:CYS:539-:SG:H:RJA:C3""]","[""4HAU""]","[""RJA""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
104,COVAPIE_BULK_REVIEW_UNIT_69F260545AC3F0C7,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4WGF:A:CYS:118-:SG:I:ROP:CA""]","[""4WGF""]","[""ROP""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
105,COVAPIE_BULK_REVIEW_UNIT_6CAB1BD6030468CD,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:3TEZ:A:CYS:664-:SG:F:ACN:C1""]","[""3TEZ""]","[""ACN""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
106,COVAPIE_BULK_REVIEW_UNIT_6F93A0730570186F,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:1NBP:A:CYS:31-:SG:C:MHC:S1""]","[""1NBP""]","[""MHC""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
107,COVAPIE_BULK_REVIEW_UNIT_719D7A632D886CAD,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4I9O:A:CYS:664-:SG:B:KI1:S""]","[""4I9O""]","[""KI1""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
108,COVAPIE_BULK_REVIEW_UNIT_7684A2E396060310,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4HB0:C:CYS:539-:SG:F:LBF:C3""]","[""4HB0""]","[""LBF""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
109,COVAPIE_BULK_REVIEW_UNIT_82EEF3B33E6C2CFA,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4MAO:A:CYS:436-:SG:B:28D:C09""]","[""4MAO""]","[""28D""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
110,COVAPIE_BULK_REVIEW_UNIT_8768356AAF93FAA4,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4MNX:B:CYS:12-:SG:F:29N:C16""]","[""4MNX""]","[""29N""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
111,COVAPIE_BULK_REVIEW_UNIT_89C5A5B714124981,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:2NQI:A:CYS:115-:SG:D:NQI:CBS""]","[""2NQI""]","[""NQI""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
112,COVAPIE_BULK_REVIEW_UNIT_8E64FA42AC125327,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:3TEZ:A:CYS:337-:SG:F:ACN:C2""]","[""3TEZ""]","[""ACN""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
113,COVAPIE_BULK_REVIEW_UNIT_9040B09311648152,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4JG6:A:CYS:436-:SG:B:1LB:C07""]","[""4JG6""]","[""1LB""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
114,COVAPIE_BULK_REVIEW_UNIT_93E931C8D09EA7BC,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4MNX:B:CYS:7-:SG:F:29N:C25""]","[""4MNX""]","[""29N""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
115,COVAPIE_BULK_REVIEW_UNIT_95677C7563FC2CC0,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4ZZO:A:CYS:166-:SG:C:CQ3:C""]","[""4ZZO""]","[""CQ3""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
116,COVAPIE_BULK_REVIEW_UNIT_971451AE7B5617B9,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:207L:A:CYS:95-:SG:B:SC2:SG""]","[""207L""]","[""SC2""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
