occurrence_order,source_relative_path,source_sha256,source_kind,line_number,occurrence_class,text
104,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,148,source_or_historical_evidence,"    ""raw_target_relative_path"", ""expected_raw_sha256"", ""observed_raw_sha256"","
105,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,157,source_or_historical_evidence,"    ""raw_target_relative_path"", ""expected_raw_sha256"","
106,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,169,source_or_historical_evidence,"    ""raw_target_relative_path"", ""sample_artifact_root"","
107,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,261,source_or_historical_evidence,def _safe_raw_target_relative_path(value: object) -> bool:
108,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,309,source_or_historical_evidence,"    raw_path = values[""raw_target_relative_path""]"
109,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,319,source_or_historical_evidence,        and _safe_raw_target_relative_path(raw_path)
110,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,331,source_or_historical_evidence,"        ""raw_path_persisted"": _safe_raw_target_relative_path(raw_path),"
111,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,428,source_or_historical_evidence,"            ""raw_target_relative_path"": execution.get(""raw_file_path"", """"),"
112,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,463,source_or_historical_evidence,"            ""raw_target_relative_path"": execution.get(""raw_file_path"", """"),"
113,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,498,source_or_historical_evidence,"        and all(_safe_raw_target_relative_path(row[""raw_target_relative_path""]) for row in rows)"
114,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,699,source_or_historical_evidence,"        ""relative"": str(sum(_safe_raw_target_relative_path(row[""raw_target_relative_path""]) for row in bindings)),"
115,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate.py,7d43c30f87b3e4c8a44d27b63ec51ba63307dcf23c16571be1d562d0b737c650,python_source,700,source_or_historical_evidence,"        ""no_traversal"": str(sum("".."" not in PurePosixPath(row[""raw_target_relative_path""]).parts for row in bindings)),"
116,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,149,source_or_historical_evidence,"    ""raw_target_relative_path"", ""sample_artifact_root"","
117,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,163,source_or_historical_evidence,"    ""raw_target_relative_path"", ""authority_scope"","
118,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,177,source_or_historical_evidence,"    ""raw_target_relative_path"", ""expected_raw_sha256"", ""observed_raw_sha256"","
119,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,198,source_or_historical_evidence,"    ""ligand_comp_id"", ""raw_target_relative_path"", ""expected_raw_sha256"","
120,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,604,source_or_historical_evidence,"            and _safe_raw_path(row[""raw_target_relative_path""])"
121,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,684,source_or_historical_evidence,"            binding.get(""raw_target_relative_path""),"
122,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,689,source_or_historical_evidence,"            raw.get(""raw_target_relative_path""),"
123,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,708,source_or_historical_evidence,"    paths = [row[""raw_target_relative_path""] for row in joined]"
124,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,942,source_or_historical_evidence,"        ""raw_target_relative_path"": binding.get(""raw_target_relative_path"", """"),"
125,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,964,source_or_historical_evidence,"        ""raw_target_relative_path"": binding.get(""raw_target_relative_path"", """"),"
126,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,999,source_or_historical_evidence,"        binding.get(""raw_target_relative_path""),"
127,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,1354,source_or_historical_evidence,"                row[""pdb_id""], row[""conn_id""], row[""raw_target_relative_path""],"
128,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,1361,source_or_historical_evidence,"                joined[""raw_target_relative_path""], joined[""expected_raw_sha256""],"
129,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,1437,source_or_historical_evidence,"            evidence[""pdb_id""], evidence[""raw_target_relative_path""],"
130,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke.py,5df4288eff9475ae6017fb57049a19790b6c278cfcb9a6eb22071ddef6c176b8,python_source,1444,source_or_historical_evidence,"            joined[""pdb_id""], joined[""raw_target_relative_path""],"
131,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,python_source,219,source_or_historical_evidence,"    ""raw_target_relative_path"", ""sample_artifact_root"","
132,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,python_source,231,source_or_historical_evidence,"    ""raw_target_relative_path"", ""expected_raw_sha256"", ""observed_raw_sha256"","
133,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,python_source,249,source_or_historical_evidence,"    ""ligand_comp_id"", ""raw_target_relative_path"", ""expected_raw_sha256"","
134,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,python_source,706,source_or_historical_evidence,"            target[""raw_target_relative_path""],"
135,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate.py,fac7e3b188e94888cd9b49b18527ca9c2bbf814c4eefbce76739b52826192871,python_source,709,source_or_historical_evidence,"            evidence[""raw_target_relative_path""],"
136,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,133,source_or_historical_evidence,"    ""raw_target_relative_path"", ""sample_artifact_root"","
137,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,146,source_or_historical_evidence,"    ""ligand_comp_id"", ""raw_target_relative_path"", ""availability_source_row_id"","
138,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,165,source_or_historical_evidence,"    ""raw_target_relative_path"", ""authority_scope"","
139,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,720,source_or_historical_evidence,"            and _safe_raw_relative_path(r.get(""raw_target_relative_path""))"
140,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,782,source_or_historical_evidence,"                ""raw_path"": authority[""raw_target_relative_path""],"
141,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,806,source_or_historical_evidence,"            binding[""pdb_id""], binding[""ligand_comp_id""], binding[""raw_target_relative_path""],"
142,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,1357,source_or_historical_evidence,"            ""raw_target_relative_path"": authority[""raw_path""],"
143,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,1512,source_or_historical_evidence,"        ""unique_raw_path_count"": len({r[""raw_target_relative_path""] for r in matrix}),"
144,src/covalent_ext/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate.py,bb5264affc9545189b616c549370522ea9b8628bd9b8a18dbb9edb69d17d5a19,python_source,1668,source_or_historical_evidence,"        ""raw_unique_path_count"": len({row[""raw_target_relative_path""] for row in matrix}),"
145,src/covalent_ext/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate.py,8d616a02b5f87ea98be3029879d55acd3c06c26e7286a46cb293bd6a4a7f6e11,python_source,160,source_or_historical_evidence,"    ""pdb_id_format_contract"", ""ligand_comp_id_contract"", ""existing_raw_target_relative_paths"","
146,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_design_gate.py,79ecb3fb1084ddc161d1bec1a7db664ffbeda71952e31e4233317ecd487905d6,python_source,85,source_or_historical_evidence,"    (""raw_target_relative_path"", ""pre_download"", ""future raw destination, no overwrite permitted""),"
147,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,python_source,74,source_or_historical_evidence,"    (""raw_target_relative_path"", ""pre_download""),"
148,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,python_source,224,source_or_historical_evidence,"        dict(item=""existing_raw_target_relative_paths"", scope=""batch_external_state_snapshot"", rules=(""ADMIT_011"",), exact=True),"
149,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,python_source,225,open_blocker_evidence,"        dict(item=""raw_target_relative_path_contract"", scope=""evaluation_policy"", rules=(""ADMIT_011"",), exact=False, blocker=""RAW_TARGET_CONTEXT_CONTRACT_UNRESOLVED""),"
150,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,python_source,247,source_or_historical_evidence,"        ""ADMIT_011"": {""fields"": (""raw_target_relative_path"",), ""batch"": (), ""context"": (""existing_raw_target_relative_paths"", ""raw_target_relative_path_contract"")},"
151,src/covalent_ext/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate.py,5fcc47a764a8a87e110350359e7c17056773c7ffd659b9094b6433beded2a9f8,python_source,268,source_or_historical_evidence,"        ""raw_target_relative_path"": (""raw_target_relative_path_contract"",),"
152,tests/test_covapie_bulk_download_admission_candidate_record_id_semantics_design_gate_v1.py,f8afe54420f3ef1ba1185b8271859453895df9ee980112017ce692e41f74fb62,python_source,333,source_or_historical_evidence,"    assert not any(token in helper_source for token in (""pdb_id"", ""ligand_comp_id"", ""raw_target_relative_path"", ""batch_index""))"
153,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,python_source,372,source_or_historical_evidence,"    else: rows[0][""raw_target_relative_path""] = ""data/raw/covalent_sources/wrong.cif"""
154,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,python_source,438,source_or_historical_evidence,"    binding_rows[0][""raw_target_relative_path""] = unsafe"
155,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,python_source,473,source_or_historical_evidence,    assert gate._safe_raw_target_relative_path(value) is False
156,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,python_source,474,source_or_historical_evidence,    assert gate._safe_raw_target_relative_path(value) == p6a._safe_raw_target_relative_path(value)
157,tests/test_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,dc6c6e9c8dcbc5c455e239258a0a81ee04680b94fce9e687960cfe6bafc3a391,python_source,479,source_or_historical_evidence,    assert gate._safe_raw_target_relative_path(value) == p6a._safe_raw_target_relative_path(value)
158,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,191,source_or_historical_evidence,"        assert row[""raw_target_relative_path""] == source[""raw_file_path""]"
159,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,367,source_or_historical_evidence,    assert gate._safe_raw_target_relative_path(value) is expected
160,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,418,source_or_historical_evidence,"        rows[0][""raw_target_relative_path""] = ""/tmp/raw.cif"""
161,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,420,source_or_historical_evidence,"        rows[0][""raw_target_relative_path""] = ""data/../raw.cif"""
162,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,434,source_or_historical_evidence,"        ""raw_target_relative_path"", ""expected_raw_sha256"","
163,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,723,source_or_historical_evidence,"        (""raw_target_relative_path"", ""/tmp/raw.cif""),"
164,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,724,source_or_historical_evidence,"        (""raw_target_relative_path"", ""data/../raw.cif""),"
165,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,725,source_or_historical_evidence,"        (""raw_target_relative_path"", ""docs/not_raw.cif""),"
166,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_parser_provider_pipeline_integration_design_gate_v1.py,69561d018262856157ff9368593dc630dc85efb868ae32c85b3ed68430e346b0,python_source,726,source_or_historical_evidence,"        (""raw_target_relative_path"", ""C:/raw.cif""),"
167,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,python_source,80,source_or_historical_evidence,"        ""raw_target_relative_path"": ""data/raw/covalent_sources/synthetic/test.cif"","
168,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,python_source,171,source_or_historical_evidence,"    verified = _verified(payload, selected_binding[""raw_target_relative_path""])"
169,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,python_source,368,source_or_historical_evidence,"        matrix[0][""raw_target_relative_path""] = ""data/raw/covalent_sources/drift.cif"""
170,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_export_execution_smoke_v1.py,619034e6fe5f3597e5c733b1e2f29dfc523153513869254397e80f786d5e87f9,python_source,489,source_or_historical_evidence,"        raw_target_relative_path=relative,"
171,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,17a4805ff9c97edb90859ae695d443fc7dadfb95ef0a09577324a40b967ed3dd,python_source,344,source_or_historical_evidence,"        (""evidence"", ""raw_target_relative_path"", ""drift""),"
172,tests/test_covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1.py,693647798127d3c95dbde695b5a96fdcd6c8d4f5c4172ce64cb2908230fd007d,python_source,155,source_or_historical_evidence,"    (0, 0, ""raw_target_relative_path"", ""data/raw/covalent_sources/wrong.cif""),"
