ligand_atom_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_step13q_atom_topology_row_id,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_atom_idx,atom_map_or_original_atom_id,atom_symbol,formal_charge,aromatic,hybridization,degree,explicit_valence,implicit_valence,is_covalent_ligand_endpoint_atom,warhead_group_status,linker_group_status,scaffold_group_status,topology_source_stage,topology_source_artifact,topology_smoke_status,training_use_status
LTOP_ATOM_000089,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0025,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,25,25,C,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000090,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0026,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,26,26,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000091,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0027,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,27,27,N,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000092,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0028,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,28,28,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000093,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0029,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,29,29,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000094,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0030,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,30,30,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000095,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0031,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,31,31,F,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000096,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0032,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,32,32,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000097,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0033,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,33,33,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000098,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0034,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,34,34,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000099,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0035,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,35,35,F,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000100,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0036,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,36,36,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000101,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0037,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,37,37,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000102,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0038,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,38,38,C,0,False,UNSPECIFIED,2,2,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000103,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0039,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,39,39,C,0,False,UNSPECIFIED,3,3,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_ATOM_000104,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_ATOM_0040,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,40,40,O,0,False,UNSPECIFIED,1,1,0,False,false,false,true,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_atom_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
