ligand_bond_topology_row_id,review_row_id,pdb_id,expected_step8_sample_name,source_step13q_bond_topology_row_id,source_pre_reaction_sdf_path,source_pre_reaction_sdf_sha256,rdkit_bond_idx,begin_rdkit_atom_idx,end_rdkit_atom_idx,begin_atom_symbol,end_atom_symbol,bond_type,bond_order_numeric,is_aromatic,is_conjugated,is_in_ring,stereo,touches_covalent_ligand_endpoint,is_warhead_bond,is_linker_bond,is_scaffold_bond,topology_source_stage,topology_source_artifact,topology_smoke_status,training_use_status
LTOP_BOND_000087,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0018,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,18,15,26,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000088,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0019,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,19,16,17,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000089,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0020,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,20,16,22,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000090,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0021,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,21,17,18,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000091,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0022,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,22,17,19,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000092,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0023,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,23,19,20,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000093,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0024,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,24,20,21,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000094,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0025,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,25,21,22,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000095,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0026,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,26,22,23,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000096,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0027,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,27,23,24,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000097,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0028,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,28,23,25,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000098,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0029,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,29,26,27,C,N,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000099,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0030,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,30,26,28,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000100,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0031,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,31,27,32,N,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000101,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0032,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,32,28,29,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000102,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0033,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,33,29,30,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000103,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0034,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,34,30,31,C,F,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000104,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0035,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,35,30,32,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000105,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0036,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,36,32,33,C,C,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000106,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0037,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,37,33,34,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000107,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0038,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,38,33,39,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000108,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0039,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,39,34,35,C,F,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000109,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0040,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,40,34,36,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000110,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0041,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,41,36,37,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000111,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0042,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,42,37,38,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000112,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0043,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,43,38,39,C,C,SINGLE,1.0,False,False,True,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
LTOP_BOND_000113,HR_0004,6OIM,KRAS_G12C_6OIM_pre_reaction,HR_0004_BOND_0044,data/derived/covalent_small/ligands_pre_reaction/KRAS_G12C_6OIM_pre_reaction.sdf,09e366d2e8d7b761b23c0e0f8efb86173f9b5815bc84e53d29c8d465c445dfe1,44,39,40,C,O,SINGLE,1.0,False,False,False,STEREONONE,False,False,False,True,step13q_readonly_exported_step8_topology_evidence,data/derived/covalent_small/real_covalent_confirmed_candidate_step8_readonly_topology_evidence_export_smoke_v0/step8_readonly_exported_ligand_bond_topology_table.csv,passed_current_cys_sg_golden_topology_smoke,not_training_input_yet
