occurrence_order,semantic_subject,field_or_term_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,admit_013_relevance,occurrence_passed
4262,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4263,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4264,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4265,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4266,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4267,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4268,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4269,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4270,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4271,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4272,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4273,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4274,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4275,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4276,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4277,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4278,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4279,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4280,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4281,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4282,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4283,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4284,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4285,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4286,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4287,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4288,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4289,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4290,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4291,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4292,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4293,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4294,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4295,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4296,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4297,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4298,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4299,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4300,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4301,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4302,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4303,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4304,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4305,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4306,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4307,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4308,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4309,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4310,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4311,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4312,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4313,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4314,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4315,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4316,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4317,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4318,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4319,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4320,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4321,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4322,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4323,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4324,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4325,exact4_download_result_field,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4326,exact4_download_result_field,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4327,exact4_download_result_field,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4328,exact4_download_result_field,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,shared_structural_contract_or_observed_value_reference,true
4329,policy_context,successful_http_status_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4330,policy_context,content_length_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4331,policy_context,sha256_format_contract,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,ADMIT_013_identity_or_context_evidence,true
4332,integrity_or_transport_semantics,integrity,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
4333,integrity_or_transport_semantics,content_length,data/derived/covalent_small/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1/covapie_admit_012_unified_result_projection_truth_matrix.csv,derived_contract_or_evidence,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,committed_design_evidence,committed_boundary_or_reference_evidence,integrity_semantics_search_evidence,true
