occurrence_order,field_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,occurrence_passed
181,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_rule_logic_interface_v1/covapie_admit_011_rule_logic_interface_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
182,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
183,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
184,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
185,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_admit_011_unified_adapter_contract_design_gate_v1/covapie_admit_011_unified_adapter_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
186,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_context_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
187,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
188,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
189,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
190,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
191,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
192,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
193,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
194,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
195,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
196,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
197,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
198,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
199,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
200,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
201,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
202,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_candidate_record_id_semantics_integration_gate_v1/covapie_candidate_record_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
203,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
204,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
205,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
206,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_covalent_event_evidence_source_enum_issue_readiness_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
207,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_issue_transition_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
208,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_issue_transition_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
209,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_issue_transition_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
210,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_issue_transition_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
211,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_context_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
212,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
213,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
214,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
215,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
216,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
217,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
218,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
219,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
220,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
221,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
222,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
223,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
224,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
225,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
226,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
227,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_integration_gate_v1/covapie_covalent_residue_insertion_present_value_grammar_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
228,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1/covapie_covalent_residue_locator_historical_raw_fingerprint_authority.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
229,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_context_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
230,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_field_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
231,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_field_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
232,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_field_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
233,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_field_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
234,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
235,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
236,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
237,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
238,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
239,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
240,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
241,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integrated_rule_matrix.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
242,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integration_issue_inventory.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
243,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integration_issue_inventory.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
244,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integration_issue_inventory.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
245,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_minimal_schema_extension_integration_gate_v1/covapie_covalent_residue_locator_schema_integration_issue_inventory.csv,candidate_schema,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
246,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
247,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
248,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
249,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1/covapie_covalent_residue_locator_real_provider_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
250,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1/covapie_covalent_residue_locator_real_raw_source_precondition_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
251,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_context_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
252,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
253,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
254,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
255,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
256,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
257,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
258,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
259,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
260,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
261,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
262,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
263,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
264,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
265,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
266,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
267,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_ligand_comp_id_semantics_integration_gate_v1/covapie_ligand_comp_id_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
268,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
269,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
270,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
271,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_minimal_unified_dispatch_shell_with_admit_004_v1/covapie_minimal_unified_dispatch_shell_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
272,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_context_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
