case_group,case_id,decision_field,expected_value,design_value,runtime_value,expected_exact_type,design_exact_type,runtime_exact_type,design_parity_verified,runtime_parity_verified,three_way_parity_verified
stage_result_invariant,candidate_count_bool_as_int,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_count_bool_as_int,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_count_bool_as_int,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_count_bool_as_int,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_count_bool_as_int,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_count_bool_as_int,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_count_bool_as_int,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_count_bool_as_int,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_count_bool_as_int,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_bool_as_int,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_count_bool_as_int,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,required_membership,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,required_membership,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,required_membership,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,required_membership,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,required_membership,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,required_membership,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,required_membership,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,required_membership,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,required_membership,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,required_membership,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,required_membership,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,required_membership,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,required_membership,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,required_membership,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,required_membership,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_membership,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,stage_membership,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,stage_membership,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_membership,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,stage_membership,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,stage_membership,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,stage_membership,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,stage_membership,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,stage_membership,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,stage_membership,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,stage_membership,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,stage_membership,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,stage_membership,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_membership,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_membership,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_membership,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_membership,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_membership,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_membership,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_membership,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_membership,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_membership,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_membership,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_membership,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_membership,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_membership,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_membership,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_membership,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_membership,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_membership,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_result_tuple_subclass,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,stage_result_tuple_subclass,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,stage_result_tuple_subclass,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_result_tuple_subclass,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,stage_result_tuple_subclass,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,stage_result_tuple_subclass,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,stage_result_tuple_subclass,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,stage_result_tuple_subclass,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,stage_result_tuple_subclass,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,stage_result_tuple_subclass,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,stage_result_tuple_subclass,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,stage_result_tuple_subclass,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,stage_result_tuple_subclass,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_result_tuple_subclass,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,stage_result_tuple_subclass,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_result_tuple_subclass,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,dispatcher_count,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,dispatcher_count,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,dispatcher_count,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,dispatcher_count,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,dispatcher_count,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,dispatcher_count,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,dispatcher_count,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,dispatcher_count,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,dispatcher_count,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,dispatcher_count,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,dispatcher_count,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,dispatcher_count,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,dispatcher_count,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,dispatcher_count,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,dispatcher_count,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,aggregator_count,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,aggregator_count,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,aggregator_count,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,aggregator_count,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,aggregator_count,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,aggregator_count,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,aggregator_count,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,aggregator_count,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,aggregator_count,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,aggregator_count,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,aggregator_count,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,aggregator_count,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,aggregator_count,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,aggregator_count,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,aggregator_count,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,io_bool_as_int,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,io_bool_as_int,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,io_bool_as_int,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,io_bool_as_int,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,io_bool_as_int,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,io_bool_as_int,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,io_bool_as_int,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,io_bool_as_int,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,io_bool_as_int,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,io_bool_as_int,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,io_bool_as_int,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,io_bool_as_int,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,io_bool_as_int,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,io_bool_as_int,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,io_bool_as_int,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,permission_bool_as_int,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,permission_bool_as_int,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,permission_bool_as_int,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,permission_bool_as_int,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,permission_bool_as_int,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,permission_bool_as_int,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,permission_bool_as_int,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,permission_bool_as_int,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,permission_bool_as_int,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,permission_bool_as_int,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,permission_bool_as_int,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,permission_bool_as_int,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,permission_bool_as_int,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,permission_bool_as_int,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,permission_bool_as_int,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reversed_storage,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,reversed_storage,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,reversed_storage,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reversed_storage,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,reversed_storage,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,reversed_storage,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,reversed_storage,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,reversed_storage,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,reversed_storage,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,reversed_storage,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,reversed_storage,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,reversed_storage,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,reversed_storage,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reversed_storage,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reversed_storage,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reconstruction_mismatch,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,reconstruction_mismatch,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,reconstruction_mismatch,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reconstruction_mismatch,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,reconstruction_mismatch,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,reconstruction_mismatch,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,reconstruction_mismatch,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,reconstruction_mismatch,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,reconstruction_mismatch,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,reconstruction_mismatch,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,reconstruction_mismatch,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,reconstruction_mismatch,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,reconstruction_mismatch,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reconstruction_mismatch,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,reconstruction_mismatch,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_reversed_storage,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_reversed_storage,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_reversed_storage,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_reversed_storage,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_reversed_storage,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_reversed_storage,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_reversed_storage,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_reversed_storage,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_reversed_storage,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_reversed_storage,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_reversed_storage,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_reversed_storage,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_reversed_storage,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_reversed_storage,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_reversed_storage,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_index_mismatch,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_index_mismatch,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_index_mismatch,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_index_mismatch,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_index_mismatch,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_index_mismatch,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_index_mismatch,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_index_mismatch,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_index_mismatch,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_index_mismatch,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_index_mismatch,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_index_mismatch,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_index_mismatch,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_index_mismatch,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_index_mismatch,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_dispatcher_count,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_dispatcher_count,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_dispatcher_count,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_dispatcher_count,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_dispatcher_count,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_dispatcher_count,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_dispatcher_count,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_dispatcher_count,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_dispatcher_count,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_dispatcher_count,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_dispatcher_count,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_dispatcher_count,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_dispatcher_count,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_dispatcher_count,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_dispatcher_count,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_aggregator_count,schema_version,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,covapie_bulk_download_stage_orchestration_call_site_decision_v1,str,str,str,true,true,true
stage_result_invariant,candidate_aggregator_count,outcome,invalid,invalid,invalid,str,str,str,true,true,true
stage_result_invariant,candidate_aggregator_count,passed,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_aggregator_count,blocks_download,true,true,true,bool,bool,bool,true,true,true
stage_result_invariant,candidate_aggregator_count,reason,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,BULK_DOWNLOAD_STAGE_RESULT_INVARIANT_INVALID,str,str,str,true,true,true
stage_result_invariant,candidate_aggregator_count,source_kind,orchestration_result,orchestration_result,orchestration_result,str,str,str,true,true,true
stage_result_invariant,candidate_aggregator_count,source_scope_id,,,,str,str,str,true,true,true
stage_result_invariant,candidate_aggregator_count,source_error_code,,,,str,str,str,true,true,true
stage_result_invariant,candidate_aggregator_count,candidate_count,0,0,0,int,int,int,true,true,true
stage_result_invariant,candidate_aggregator_count,invalid_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_aggregator_count,blocked_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_aggregator_count,failing_candidate_indexes,[],[],[],tuple,tuple,tuple,true,true,true
stage_result_invariant,candidate_aggregator_count,action_permission_granted,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_aggregator_count,download_action_invoked,false,false,false,bool,bool,bool,true,true,true
stage_result_invariant,candidate_aggregator_count,call_site_io_used,false,false,false,bool,bool,bool,true,true,true
