value_order,source_relative_path,source_sha256,field_name,observed_value,inferred_exact_builtin_type,empty_value,null_like,lifecycle_status,general_grammar_frozen,provenance_equivalence_inferred,value_audit_passed
178,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000005,str,false,false,historical_observed_value,false,false,true
179,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000006,str,false,false,historical_observed_value,false,false,true
180,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000007,str,false,false,historical_observed_value,false,false,true
181,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000008,str,false,false,historical_observed_value,false,false,true
182,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000009,str,false,false,historical_observed_value,false,false,true
183,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000010,str,false,false,historical_observed_value,false,false,true
184,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,sample_index_row_id,CYS_SG_SAMPLE_INDEX_000011,str,false,false,historical_observed_value,false,false,true
185,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,assigned_split,test,str,false,false,historical_observed_value,false,false,true
186,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,assigned_split,train,str,false,false,historical_observed_value,false,false,true
187,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,assigned_split,validation,str,false,false,historical_observed_value,false,false,true
188,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000001,str,false,false,final_named_historical_artifact,false,false,true
189,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000002,str,false,false,final_named_historical_artifact,false,false,true
190,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000003,str,false,false,final_named_historical_artifact,false,false,true
191,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000004,str,false,false,final_named_historical_artifact,false,false,true
192,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_id,COVAPIE_LEAKAGE_GROUP_000005,str,false,false,final_named_historical_artifact,false,false,true
193,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_member_count,1,int,false,false,final_named_historical_artifact,false,false,true
194,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_member_count,3,int,false,false,final_named_historical_artifact,false,false,true
195,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,final_leakage_group_member_count,5,int,false,false,final_named_historical_artifact,false,false,true
196,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,source_index_stage,expansion,str,false,false,historical_observed_value,false,false,true
197,data/derived/covalent_small/covapie_final_dataset_materialization_smoke_v0/covapie_final_dataset_membership.csv,ddf1705176c8680d90e0e216a9af3d1501c6a821764c3e7138a28269e687a977,source_index_stage,pilot,str,false,false,historical_observed_value,false,false,true
