occurrence_order,term,source_relative_path,source_sha256,source_kind,row_key_function_location,occurrence_role,semantic_classification,current_authoritative_status,usable_by_future_evaluator,audit_result
171,final_leakage_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:final_leakage_group_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
172,assignment_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:assignment_id,artifact_or_contract_evidence,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
173,assignment policy,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:assignment policy,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
174,sample_index_row_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:sample_index_row_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
175,final_leakage_group_status,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:final_leakage_group_status,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
176,ligand_graph_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:ligand_graph_group_id,artifact_or_contract_evidence,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
177,ligand_scaffold_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:ligand_scaffold_group_id,artifact_or_contract_evidence,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
178,protein_accession_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:protein_accession_group_id,artifact_or_contract_evidence,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
179,protein_exact_sequence_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:protein_exact_sequence_group_id,artifact_or_contract_evidence,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
180,protein_sequence_cluster_90_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:protein_sequence_cluster_90_id,artifact_or_contract_evidence,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
181,protein_sequence_cluster_50_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_assignment.csv,768c964f22e19a8fb6232b1fa26c531e53d023042abcd9b1bcca44df2b4f4416,committed_derived_csv,header:protein_sequence_cluster_50_id,artifact_or_contract_evidence,single_axis_group_not_final_group,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
182,final_leakage_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,committed_derived_csv,header:final_leakage_group_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
183,group_order,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,committed_derived_csv,header:group_order,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
184,member_count,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,committed_derived_csv,header:member_count,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
185,member_sample_index_row_ids,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,committed_derived_csv,header:member_sample_index_row_ids,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
186,final_leakage_group_status,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,committed_derived_csv,header:final_leakage_group_status,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
187,source_stage_composition,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_final_leakage_group_inventory.csv,ae18fd8d0ed8bad803126fb65bc947446d99ca0e4c6f42c63927d969f4bacfbc,committed_derived_csv,header:source_stage_composition,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
188,sample_index_row_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/unified_sample_index.csv,d610e7171ad976f16055584582335ce756ed0210e6c15d6b55a1a234bc92c326,committed_derived_csv,header:sample_index_row_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
189,final_leakage_group_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_unified_assignment_merge_issue_inventory.csv,068095310b4b0ec1d38c27e3b944977066aadd9f9203488ef7fe5bfcd744540c,committed_derived_csv,header:final_leakage_group_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
190,sample_index_row_id,data/derived/covalent_small/covapie_unified_independence_group_assignment_and_sample_index_merge_smoke_v0/covapie_unified_assignment_merge_issue_inventory.csv,068095310b4b0ec1d38c27e3b944977066aadd9f9203488ef7fe5bfcd744540c,committed_derived_csv,header:sample_index_row_id,artifact_or_contract_evidence,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
191,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:30,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
192,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
193,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
194,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
195,member_sample_index_row_ids,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
196,final_leakage_group_status,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
197,source_stage_composition,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
198,group_split_assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:37,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
199,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:38,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
200,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:38,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
201,sample_split_assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:38,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
202,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:99,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
203,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:99,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
204,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:102,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
205,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:125,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
206,assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:140,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
207,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:140,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
208,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:143,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
209,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:144,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
210,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:146,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
211,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:151,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
212,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:157,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
213,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:157,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
214,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:159,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
215,member_sample_index_row_ids,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:159,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
216,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:161,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
217,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:169,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
218,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:192,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
219,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:278,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
220,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
221,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
222,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
223,member_sample_index_row_ids,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
224,final_leakage_group_status,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
225,source_stage_composition,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
226,group_split_assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:280,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
227,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:285,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
228,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:286,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
229,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:292,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
230,group_split_assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:293,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
231,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:298,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
232,member_sample_index_row_ids,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:298,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
233,final_leakage_group_status,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:298,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
234,source_stage_composition,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:298,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
235,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:299,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
236,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:300,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
237,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:302,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
238,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:302,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
239,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:303,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
240,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:303,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
241,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:304,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
242,member_sample_index_row_ids,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:309,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
243,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:310,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
244,group_order,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:314,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
245,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:314,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
246,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:321,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
247,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:322,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
248,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:325,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
249,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:325,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
250,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:326,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
251,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:326,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
252,sample_split_assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:326,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
253,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:335,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
254,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:335,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
255,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:336,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
256,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:338,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
257,sample_index_row_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:341,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
258,sample_split_assignment_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:342,definition,record_identifier_not_group_identifier,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
259,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:348,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
260,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:355,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
261,member_count,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:358,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
262,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:360,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
263,final_leakage_group_id,src/covalent_ext/covapie_unified_leakage_split_materialization_smoke.py,4e565e670ef09fd78c65c5aa799378f3efbd965dc896c65d37a6896d71c5212e,production_source,line:371,definition,historical_artifact_or_contract,historical_evidence_only,false,observed_without_semantic_equivalence_promotion
