scaleup_rank,canonical_event_id,pdb_id,ligand_component_id,ligand_reactive_atom,execution_lane,candidate_lane,raw_terminal_outcome,raw_terminal_reasons_json,feature_compatibility_stage_status,post_only_candidate_eligibility,post_only_partition,eligibility_reason,routing_review_unit_id,workload_review_unit_id,ts_dump_rule_id,ts_dump_rule_status,ts_dump_rule_reason,dtt_rule_id,dtt_rule_status,dtt_rule_reason,selected_effective_rule_id,effective_route,effective_route_reason,human_authority_lane,human_decision_propagated_to_new_event
412,COVAPIE_CYS_SG_EVENT_V1:3ADX:A:CYS:285-:SG:C:NRO:C8,3ADX,NRO,C8,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
413,COVAPIE_CYS_SG_EVENT_V1:3B0R:A:CYS:285-:SG:C:GW9:C9,3B0R,GW9,C9,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,QUARANTINE_REPRESENTATION_GAP,"[""PRE_ONLY_ATOMS_CANNOT_BE_DROPPED_OR_GIVEN_COORDINATES""]",PASSED,false,BLOCKED_REPRESENTATION_GAP,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=QUARANTINE_REPRESENTATION_GAP,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,QUARANTINE_REPRESENTATION_GAP,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
414,COVAPIE_CYS_SG_EVENT_V1:3B0R:B:CYS:285-:SG:D:GW9:C9,3B0R,GW9,C9,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,QUARANTINE_REPRESENTATION_GAP,"[""PRE_ONLY_ATOMS_CANNOT_BE_DROPPED_OR_GIVEN_COORDINATES""]",PASSED,false,BLOCKED_REPRESENTATION_GAP,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=QUARANTINE_REPRESENTATION_GAP,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,QUARANTINE_REPRESENTATION_GAP,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
415,COVAPIE_CYS_SG_EVENT_V1:3B1T:A:CYS:645-:SG:B:YCL:CAP,3B1T,YCL,CAP,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
416,COVAPIE_CYS_SG_EVENT_V1:3B1U:A:CYS:645-:SG:B:YFF:CAP,3B1U,YFF,CAP,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
417,COVAPIE_CYS_SG_EVENT_V1:3B9H:A:CYS:146-:SG:D:NDU:C6,3B9H,NDU,C6,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_radius1_sha256,exact_radius2_sha256",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
418,COVAPIE_CYS_SG_EVENT_V1:3BHL:A:CYS:146-:SG:C:NDU:C6,3BHL,NDU,C6,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_radius1_sha256,exact_radius2_sha256",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
419,COVAPIE_CYS_SG_EVENT_V1:3BHL:B:CYS:146-:SG:G:NDU:C6,3BHL,NDU,C6,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_radius1_sha256,exact_radius2_sha256",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
420,COVAPIE_CYS_SG_EVENT_V1:3BHR:A:CYS:146-:SG:E:NDU:C6,3BHR,NDU,C6,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,COVAPIE_BULK_REVIEW_UNIT_3F001AD5FD754F45,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_radius1_sha256,exact_radius2_sha256",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
421,COVAPIE_CYS_SG_EVENT_V1:3BLT:A:CYS:403-:SG:B:PSY:C8,3BLT,PSY,C8,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
422,COVAPIE_CYS_SG_EVENT_V1:3BLU:A:CYS:403-:SG:B:PVS:C8,3BLU,PVS,C8,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
423,COVAPIE_CYS_SG_EVENT_V1:3BM8:A:CYS:403-:SG:B:PSY:C8,3BM8,PSY,C8,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,STRUCTURAL_EVIDENCE_INCOMPLETE,"[""MMCIF_EXACT_CYS_SG_STRUCT_CONN_NOT_RECOVERED""]",NOT_REACHED,false,OUTSIDE_STRUCTURAL_ELIGIBILITY,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=NOT_REACHED;TERMINAL_OUTCOME=STRUCTURAL_EVIDENCE_INCOMPLETE,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,STRUCTURAL_EVIDENCE_INCOMPLETE,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
424,COVAPIE_CYS_SG_EVENT_V1:3BWK:A:CYS:51-:SG:E:C1P:C18,3BWK,C1P,C18,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
425,COVAPIE_CYS_SG_EVENT_V1:3BWK:B:CYS:51-:SG:G:C1P:C18,3BWK,C1P,C18,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
426,COVAPIE_CYS_SG_EVENT_V1:3BWK:C:CYS:51-:SG:J:C1P:C18,3BWK,C1P,C18,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
427,COVAPIE_CYS_SG_EVENT_V1:3BWK:D:CYS:51-:SG:L:C1P:C18,3BWK,C1P,C18,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
428,COVAPIE_CYS_SG_EVENT_V1:3C9E:A:CYS:25-:SG:D:E64:C2,3C9E,E64,C2,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_EXCLUDED,LEAKAGE_EXISTING_GROUP_CONFLICT,"[""LEAKAGE_EXISTING_GROUP_CONFLICT""]",PASSED,false,BLOCKED_EXISTING_GROUP_CONFLICT,PUBLISHED_POST_ONLY_INELIGIBILITY:FEATURE_STAGE=PASSED;TERMINAL_OUTCOME=LEAKAGE_EXISTING_GROUP_CONFLICT,,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,NOT_EVALUATED_OUTSIDE_SUPPORTED_POST_ONLY_CANDIDATE,,LEAKAGE_EXISTING_GROUP_CONFLICT,BOUND_STRUCTURAL_EXECUTION_OUTCOME_RETAINED,NONE,false
429,COVAPIE_CYS_SG_EVENT_V1:3C9W:A:CYS:164-:SG:C:HMY:C11,3C9W,HMY,C11,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_0E4BBC981ADBD5F5,COVAPIE_BULK_REVIEW_UNIT_0E4BBC981ADBD5F5,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
430,COVAPIE_CYS_SG_EVENT_V1:3C9W:B:CYS:164-:SG:D:HMY:C11,3C9W,HMY,C11,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_0E4BBC981ADBD5F5,COVAPIE_BULK_REVIEW_UNIT_0E4BBC981ADBD5F5,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
431,COVAPIE_CYS_SG_EVENT_V1:3D1L:A:CYS:179-:SG:C:MPR:S3,3D1L,MPR,S3,NEW_INCREMENTAL_EXECUTION,NEW_INCREMENTAL_CANDIDATE,HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,"[""PRE_CHEMISTRY_NOT_PRODUCTION_AUTHORITATIVE"",""NO_FAMILY_LEVEL_AUTO_ADMISSION""]",PASSED,true,POST_ONLY_V1_REVIEW_CANDIDATE,PUBLISHED_POST_ONLY_ELIGIBILITY:FEATURE_STAGE_PASSED_AND_HUMAN_REVIEW_REQUIRED_PRE_CHEMISTRY,COVAPIE_BULK_REVIEW_UNIT_ED9881931B330C2B,COVAPIE_BULK_REVIEW_UNIT_ED9881931B330C2B,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ligand_reactive_element,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",,HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,NO_NEW_HUMAN_AUTHORITY,false
