case_order,case_id,case_group,assertion_kind,download_result_status_representation,observed_http_status_representation,observed_content_length_bytes_representation,observed_sha256_representation,allowed_download_result_statuses_representation,successful_http_status_contract_representation,content_length_contract_representation,sha256_format_contract_representation,expected_admission_rule_id,expected_outcome,expected_passed,expected_blocks_candidate,expected_reason,expected_canonical_download_result_record,expected_validated_download_result_fields,expected_consumed_download_result_fields,expected_consumed_context_items,expected_evaluator_io_used,observed_formal_result,formal_source,evaluator_io_used,truth_passed
45,FIELD52_MULTI_TYPE_FAILURES,field52_multi_invalid_precedence,formal_projection,None,False,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,DOWNLOAD_RESULT_STATUS_TYPE_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'DOWNLOAD_RESULT_STATUS_TYPE_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
46,FIELD52_MULTI_TYPE_VALUE_FAILURES,field52_multi_invalid_precedence,formal_projection,'success','200',-1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_TYPE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_TYPE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
47,FIELD52_MULTI_STATUS_HTTP_INVALID,field52_multi_invalid_precedence,formal_projection,'unknown',99,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,DOWNLOAD_RESULT_STATUS_VALUE_INVALID,(),(),"('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'DOWNLOAD_RESULT_STATUS_VALUE_INVALID', (), (), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
48,FIELD52_MULTI_HTTP_CONTENT_INVALID,field52_multi_invalid_precedence,formal_projection,'success',99,-1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_HTTP_STATUS_RANGE_INVALID,(),"(('download_result_status', 'success'),)","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_HTTP_STATUS_RANGE_INVALID', (), (('download_result_status', 'success'),), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
49,FIELD52_MULTI_CONTENT_SHA_INVALID,field52_multi_invalid_precedence,formal_projection,'success',200,-1,'0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF0123456789ABCDEF',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,OBSERVED_CONTENT_LENGTH_BYTES_RANGE_INVALID,(),"(('download_result_status', 'success'), ('observed_http_status', 200))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')",(),false,"('ADMIT_012', 'invalid', False, True, 'OBSERVED_CONTENT_LENGTH_BYTES_RANGE_INVALID', (), (('download_result_status', 'success'), ('observed_http_status', 200)), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), (), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
50,FIELD52_BOUNDARY_FAILURE_STATUS,field52_admit_013_boundary,formal_projection,'failure',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,passed,true,false,,"(('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses', 'successful_http_status_contract', 'content_length_contract', 'sha256_format_contract')",false,"('ADMIT_012', 'passed', True, False, '', (('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'failure'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses', 'successful_http_status_contract', 'content_length_contract', 'sha256_format_contract'), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
51,FIELD52_BOUNDARY_VALID_4XX,field52_admit_013_boundary,formal_projection,'success',404,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,passed,true,false,,"(('download_result_status', 'success'), ('observed_http_status', 404), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 404), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses', 'successful_http_status_contract', 'content_length_contract', 'sha256_format_contract')",false,"('ADMIT_012', 'passed', True, False, '', (('download_result_status', 'success'), ('observed_http_status', 404), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 404), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses', 'successful_http_status_contract', 'content_length_contract', 'sha256_format_contract'), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
52,FIELD52_BOUNDARY_VALID_5XX_FAILURE,field52_admit_013_boundary,formal_projection,'failure',503,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,passed,true,false,,"(('download_result_status', 'failure'), ('observed_http_status', 503), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'failure'), ('observed_http_status', 503), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses', 'successful_http_status_contract', 'content_length_contract', 'sha256_format_contract')",false,"('ADMIT_012', 'passed', True, False, '', (('download_result_status', 'failure'), ('observed_http_status', 503), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'failure'), ('observed_http_status', 503), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses', 'successful_http_status_contract', 'content_length_contract', 'sha256_format_contract'), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
53,ALLOWED_OUTER_LIST,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"['success', 'failure']","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
54,ALLOWED_TUPLE_SUBCLASS,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"<tuple-subclass:('success', 'failure')>","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
55,ALLOWED_MEMBER_SUBCLASS,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"<tuple-member-str-subclass:0:('success', 'failure')>","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
56,ALLOWED_DUPLICATE,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'success')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
57,ALLOWED_REORDERED,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('failure', 'success')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
58,ALLOWED_EXTRA,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure', 'pending')","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
59,ALLOWED_MISSING,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success',)","(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses',)",false,"('ADMIT_012', 'invalid', False, True, 'ALLOWED_DOWNLOAD_RESULT_STATUSES_CONTENT_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses',), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
60,HTTP_OUTER_LIST,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","[('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False)]","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,SUCCESSFUL_HTTP_STATUS_CONTRACT_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses', 'successful_http_status_contract')",false,"('ADMIT_012', 'invalid', False, True, 'SUCCESSFUL_HTTP_STATUS_CONTRACT_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses', 'successful_http_status_contract'), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
61,HTTP_TUPLE_SUBCLASS,context_validation,formal_projection,'success',200,1,'0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef',"('success', 'failure')","<tuple-subclass:(('legal_minimum', 100), ('legal_maximum', 599), ('future_success_minimum', 200), ('future_success_maximum', 299), ('admit_012_executes_success_judgment', False))>","(('legal_minimum', 0), ('legal_maximum', None), ('zero_allowed', True), ('recomputed_from_file_inside_evaluator', False))","(('length', 64), ('grammar', '[0-9a-f]{64}'), ('case_policy', 'ASCII_lowercase_only'), ('normalization_allowed', False), ('recomputed_from_file_inside_evaluator', False))",ADMIT_012,invalid,false,true,SUCCESSFUL_HTTP_STATUS_CONTRACT_TYPE_INVALID,"(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","(('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef'))","('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256')","('allowed_download_result_statuses', 'successful_http_status_contract')",false,"('ADMIT_012', 'invalid', False, True, 'SUCCESSFUL_HTTP_STATUS_CONTRACT_TYPE_INVALID', (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), (('download_result_status', 'success'), ('observed_http_status', 200), ('observed_content_length_bytes', 1), ('observed_sha256', '0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef')), ('download_result_status', 'observed_http_status', 'observed_content_length_bytes', 'observed_sha256'), ('allowed_download_result_statuses', 'successful_http_status_contract'), False)",evaluate_admit_012|Admit012EvaluationResult,false,true
