case_order,case_id,case_group,entrypoint,rule_id_representation,candidate_record_representation,batch_context_representation,evaluation_context_representation,download_result_context_representation,stage_authorization_context_representation,lookup_order,evaluation_lookup_count,download_lookup_count,candidate_key_access_count,formal_call_count,oracle_call_count,expected_result_or_error,observed_result_or_error,old_handler_identity_preserved,case_passed
542,ADMIT012_FORMAL_FIELD52_VALID_CONTENT_LARGE,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":false,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract"",""sha256_format_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1000000000000000000000000000000""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1000000000000000000000000000000""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":false,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract"",""sha256_format_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1000000000000000000000000000000""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1000000000000000000000000000000""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
543,ADMIT012_FORMAL_FIELD52_VALID_SHA_LOWERCASE64,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":false,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract"",""sha256_format_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":false,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract"",""sha256_format_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]]}",true,true
544,ADMIT012_FORMAL_FIELD52_MISSING_STATUS,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status,4,1,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
545,ADMIT012_FORMAL_FIELD52_MISSING_HTTP,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status,4,2,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
546,ADMIT012_FORMAL_FIELD52_MISSING_CONTENT,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes,4,3,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_LENGTH_BYTES_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_LENGTH_BYTES_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
547,ADMIT012_FORMAL_FIELD52_MISSING_SHA,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_SHA256_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_SHA256_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
548,ADMIT012_FORMAL_FIELD52_MULTI_MISSING_STATUS_HTTP,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status,4,1,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
549,ADMIT012_FORMAL_FIELD52_MULTI_MISSING_HTTP_SHA,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status,4,2,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_MISSING"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
550,ADMIT012_FORMAL_FIELD52_STATUS_NONE_PRESENT,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
551,ADMIT012_FORMAL_FIELD52_STATUS_EMPTY_PRESENT,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
552,ADMIT012_FORMAL_FIELD52_STATUS_UNKNOWN,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
553,ADMIT012_FORMAL_FIELD52_STATUS_UPPERCASE_ALIAS,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_VALUE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
554,ADMIT012_FORMAL_FIELD52_STATUS_STR_SUBCLASS,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
555,ADMIT012_FORMAL_FIELD52_STATUS_NON_STR,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[]}",true,true
556,ADMIT012_FORMAL_FIELD52_HTTP_BOOL,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""]]}",true,true
557,ADMIT012_FORMAL_FIELD52_HTTP_INT_SUBCLASS,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""]]}",true,true
558,ADMIT012_FORMAL_FIELD52_HTTP_STRING,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[],""evaluator_io_used"":false,""normalized_values"":[],""outcome"":""invalid"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""]]}",true,true
