canonical_event_id,review_unit_id,pdb_id,ligand_component_id,human_workflow_status,human_training_domain_relevance_decision,rule_id,gate_event_status,gate_event_reason,unit_final_task_domain_route,unit_final_route_reason,human_precedence_applied,effective_auto_negative,downstream_positive_chemistry_review_required
COVAPIE_CYS_SG_EVENT_V1:1JR1:A:CYS:331-:SG:D:IMP:C2,COVAPIE_BULK_REVIEW_UNIT_AAFC22DB88292B60,1JR1,IMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1JTQ:A:CYS:146-:SG:C:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTQ,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTQ:A:CYS:146-:SG:C:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTQ,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTQ:B:CYS:146-:SG:E:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTQ,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTQ:B:CYS:146-:SG:E:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTQ,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTU:A:CYS:146-:SG:C:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTU,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTU:A:CYS:146-:SG:C:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTU,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTU:B:CYS:146-:SG:E:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTU,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JTU:B:CYS:146-:SG:E:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JTU,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:A:CYS:195-:SG:F:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:A:CYS:195-:SG:F:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:B:CYS:195-:SG:H:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:B:CYS:195-:SG:H:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:C:CYS:195-:SG:J:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:C:CYS:195-:SG:J:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:D:CYS:195-:SG:L:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JU6:D:CYS:195-:SG:L:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JU6,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:A:CYS:195-:SG:E:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:A:CYS:195-:SG:E:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:B:CYS:195-:SG:G:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:B:CYS:195-:SG:G:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:C:CYS:195-:SG:I:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:C:CYS:195-:SG:I:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:D:CYS:195-:SG:K:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUJ:D:CYS:195-:SG:K:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUJ,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUT:A:CYS:146-:SG:C:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUT,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1JUT:A:CYS:146-:SG:C:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1JUT,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:A:CYS:131-:SG:E:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,1KEQ,4MZ,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ts_family_accession_sequence_key;UNAVAILABLE_OR_MALFORMED:exact_radius1_sha256[event.reactive_center_radius1_fingerprint:MISSING],exact_radius2_sha256[event.reactive_center_radius2_fingerprint:MISSING]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:A:CYS:131-:SG:E:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,1KEQ,4MZ,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID],exact_local_topology[event.local_topology:MISSING],exact_radius1_sha256[event.reactive_center_radius1_fingerprint:MISSING],exact_radius2_sha256[event.reactive_center_radius2_fingerprint:MISSING]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:A:CYS:188-:SG:G:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,1KEQ,4MZ,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ts_family_accession_sequence_key;UNAVAILABLE_OR_MALFORMED:exact_radius1_sha256[event.reactive_center_radius1_fingerprint:MISSING],exact_radius2_sha256[event.reactive_center_radius2_fingerprint:MISSING]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:A:CYS:188-:SG:G:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,1KEQ,4MZ,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID],exact_local_topology[event.local_topology:MISSING],exact_radius1_sha256[event.reactive_center_radius1_fingerprint:MISSING],exact_radius2_sha256[event.reactive_center_radius2_fingerprint:MISSING]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:B:CYS:188-:SG:L:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,1KEQ,4MZ,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_ts_family_accession_sequence_key;UNAVAILABLE_OR_MALFORMED:exact_radius1_sha256[event.reactive_center_radius1_fingerprint:MISSING],exact_radius2_sha256[event.reactive_center_radius2_fingerprint:MISSING]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KEQ:B:CYS:188-:SG:L:4MZ:C4,COVAPIE_BULK_REVIEW_UNIT_90EE047F15B414B4,1KEQ,4MZ,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID],exact_local_topology[event.local_topology:MISSING],exact_radius1_sha256[event.reactive_center_radius1_fingerprint:MISSING],exact_radius2_sha256[event.reactive_center_radius2_fingerprint:MISSING]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KWO:A:CYS:693-:SG:F:PDM:CP9,COVAPIE_BULK_REVIEW_UNIT_29BE63EC8EF2392B,1KWO,PDM,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:exact_ccd_component_graph_sha256,exact_ligand_reactive_atom,exact_radius1_sha256,exact_radius2_sha256,exact_ts_family_accession_sequence_key",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KWO:A:CYS:693-:SG:F:PDM:CP9,COVAPIE_BULK_REVIEW_UNIT_29BE63EC8EF2392B,1KWO,PDM,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",HUMAN_REVIEW_REQUIRED,NO_SINGLE_EXACT_RULE_MATCHED_EVERY_EVENT;HUMAN_REVIEW_RETAINED,false,false,false
COVAPIE_CYS_SG_EVENT_V1:1KZI:A:CYS:146-:SG:F:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1KZI,UMP,UNREVIEWED,,NEG_V1_TS_DUMP_CATALYTIC_ADDUCT_EXACT,MATCHED_AUTO_NEGATIVE_EXACT,ALL_EXACT_PREDICATES_MATCHED,AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
COVAPIE_CYS_SG_EVENT_V1:1KZI:A:CYS:146-:SG:F:UMP:C6,COVAPIE_BULK_REVIEW_UNIT_EB1C0FF8712C32A9,1KZI,UMP,UNREVIEWED,,NEG_V2_DTT_CRYSTALLIZATION_REDUCING_ADDUCT_EXACT,NOT_MATCHED,"PREDICATE_MISMATCH:automorphism_derived_dtt_sulfur_endpoint,exact_1fvg_reagent_protein_context,exact_1fvg_source_structure_context,exact_dtt_component_graph_sha256,exact_dtt_component_identity,exact_ligand_reactive_element,exact_local_topology,exact_radius1_sha256,exact_radius2_sha256,structured_source_boundary;UNAVAILABLE_OR_MALFORMED:exact_dtt_heavy_identity_and_charge[outcome.ccd_formal_charge_pattern:INVALID]",AUTO_NEGATIVE_EXACT_FINAL,EVERY_EVENT_IN_UNIT_MATCHED_SAME_EXACT_RULE_WITHOUT_OVERRIDE,false,true,false
