occurrence_order,source_relative_path,source_sha256,source_kind,symbol_or_row_id,matched_term,field_role,rule_scope,semantic_statement,contains_concrete_value,concrete_value,authoritative_for_runtime_semantics,occurrence_passed
153,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,allowed_covalent_evidence_classes,evaluation_context,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,false,,true,true
154,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,distance_only_inference,evidence_enum_member,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,distance_only_inference,true,true
155,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,explicit_structure_bond_record,evidence_enum_member,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,explicit_structure_bond_record,true,true
156,data/derived/covalent_small/covapie_bulk_download_admission_covalent_event_evidence_source_enum_contract_design_gate_v1/covapie_admit_006_admit_007_evidence_responsibility_matrix.csv,41f7b53ccee575d098379ff6722639a53583c6b4097be7708483ed9f651ae284,normative_contract,responsibility_order=3,explicit_curated_covalent_annotation,evidence_enum_member,ADMIT_007,current normative enum validation reason outcome or independent-oracle contract,true,explicit_curated_covalent_annotation,true,true
157,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,normative_contract,admission_rule_id=ADMIT_007,ADMIT_007,rule_identity,ADMIT_007,unified rule identity result or context-routing contract,false,,true,true
158,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,normative_contract,admission_rule_id=ADMIT_007,distance_only_inference_forbidden,rule_identity,ADMIT_007,unified rule identity result or context-routing contract,false,,true,true
159,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,normative_contract,admission_rule_id=ADMIT_007,distance_only_inference_not_admissible,reason_contract,ADMIT_007,historical lowercase registry blocking-reason declaration; not a formal evaluator reason,true,distance_only_inference_not_admissible,true,true
160,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_rule_registry.csv,9b16919a08d166a8daf223c7b6a04078ae10aa00206daefc18f2c5a5060783fc,normative_contract,admission_rule_id=ADMIT_007,distance_only_inference,evidence_enum_member,ADMIT_007,unified rule identity result or context-routing contract,true,distance_only_inference,true,true
161,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_006,covalent_event_evidence_source,candidate_scalar,shared,unified rule identity result or context-routing contract,false,,true,true
162,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_006,allowed_covalent_evidence_classes,evaluation_context,shared,unified rule identity result or context-routing contract,false,,true,true
163,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_007,ADMIT_007,rule_identity,ADMIT_007,unified rule identity result or context-routing contract,false,,true,true
164,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_007,distance_only_inference_forbidden,rule_identity,ADMIT_007,unified rule identity result or context-routing contract,false,,true,true
165,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_007,covalent_event_evidence_source,candidate_scalar,ADMIT_007,unified rule identity result or context-routing contract,false,,true,true
166,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_007,allowed_covalent_evidence_classes,evaluation_context,ADMIT_007,unified rule identity result or context-routing contract,false,,true,true
167,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,2d09f6ab5aa9c64419e7e7c4a90f6562a2883007f9b3ef82258a69b9df181b05,normative_contract,admission_rule_id=ADMIT_007,distance_only_inference,evidence_enum_member,ADMIT_007,unified rule identity result or context-routing contract,true,distance_only_inference,true,true
168,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:30,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
169,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:99,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
170,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:101,ADMIT_007,rule_identity,ADMIT_007,historical precondition-audit structure precedent,false,,false,true
171,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:103,distance_only_inference_forbidden,rule_identity,shared,historical precondition-audit structure precedent,false,,false,true
172,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:103,distance_only_inference,evidence_enum_member,shared,historical precondition-audit structure precedent,true,distance_only_inference,false,true
173,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:107,distance_only_inference_not_admissible,reason_contract,ADMIT_007,historical precondition-audit structure precedent,true,distance_only_inference_not_admissible,false,true
174,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:107,distance_only_inference,evidence_enum_member,shared,historical precondition-audit structure precedent,true,distance_only_inference,false,true
175,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:158,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
176,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:161,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
177,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:162,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
178,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:373,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
179,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:375,ADMIT_007,rule_identity,ADMIT_007,historical precondition-audit structure precedent,false,,false,true
180,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:376,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
181,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:377,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
182,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:379,ADMIT_007,rule_identity,ADMIT_007,historical precondition-audit structure precedent,false,,false,true
183,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:396,distance_only_inference_forbidden,rule_identity,shared,historical precondition-audit structure precedent,false,,false,true
184,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:396,distance_only_inference,evidence_enum_member,shared,historical precondition-audit structure precedent,true,distance_only_inference,false,true
185,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:397,distance_only_inference,evidence_enum_member,shared,historical precondition-audit structure precedent,true,distance_only_inference,false,true
186,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:398,distance_only_inference_not_admissible,reason_contract,ADMIT_007,historical precondition-audit structure precedent,true,distance_only_inference_not_admissible,false,true
187,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:398,distance_only_inference,evidence_enum_member,shared,historical precondition-audit structure precedent,true,distance_only_inference,false,true
188,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:401,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
189,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:402,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
190,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:407,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
191,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:415,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
192,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:416,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
193,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:429,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
194,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:490,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
195,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:494,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
196,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:502,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
197,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:508,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
198,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:513,distance_only_inference_forbidden,rule_identity,shared,historical precondition-audit structure precedent,false,,false,true
199,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:513,distance_only_inference_not_admissible,reason_contract,ADMIT_007,historical precondition-audit structure precedent,true,distance_only_inference_not_admissible,false,true
200,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:513,distance_only_inference,evidence_enum_member,shared,historical precondition-audit structure precedent,true,distance_only_inference,false,true
201,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:514,ADMIT_007,rule_identity,ADMIT_007,historical precondition-audit structure precedent,false,,false,true
202,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:515,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
203,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:517,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
204,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:567,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
205,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:568,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
206,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:571,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
207,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:572,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
208,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:573,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
209,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:574,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
210,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:575,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
211,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:576,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
212,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:577,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
213,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:578,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
214,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:579,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
215,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:682,covalent_event_evidence_source,candidate_scalar,shared,historical precondition-audit structure precedent,false,,false,true
216,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:683,allowed_covalent_evidence_classes,evaluation_context,shared,historical precondition-audit structure precedent,false,,false,true
217,src/covalent_ext/covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit.py,fabac801a86d3b5e31298e3ad29e2e51d72a3cef46cfb28e5a25a5c3c8d6f3d3,source_code,line:691,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,historical precondition-audit structure precedent,false,,false,true
218,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:39,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
219,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:40,explicit_curated_covalent_annotation,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_curated_covalent_annotation,false,true
220,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:41,distance_only_inference,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,distance_only_inference,false,true
221,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:58,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
222,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:59,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
223,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:66,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
224,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:82,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
225,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:93,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
226,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:136,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
227,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:167,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
228,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:200,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
229,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:201,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
230,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:204,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
231,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:205,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
232,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:220,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
233,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:221,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
234,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:222,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
235,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:223,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
236,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:224,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
237,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:503,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
238,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:506,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
